"environment","genotype","row","range","replicate","predicted.values","standard.errors","date","trait"
"DG2F","DKB 64-69 (2016)","Excluded","Excluded","Averaged",14.7117842284029,0.439874756153828,NA,"grain_yield"
"DG2F","F42/H95","Excluded","Excluded","Averaged",9.93555585365152,0.575359962287282,NA,"grain_yield"
"DG2F","F42/MO17","Excluded","Excluded","Averaged",10.6033706364109,0.576845094317398,NA,"grain_yield"
"DG2F","F42/OH43","Excluded","Excluded","Averaged",11.0054667616601,0.580603040019536,NA,"grain_yield"
"DG2F","G6611 VTTP (2017)","Excluded","Excluded","Averaged",13.4888788105658,0.438990177375081,NA,"grain_yield"
"DG2F","G7601VTTP (2017)","Excluded","Excluded","Averaged",12.5402652872074,0.505085802047076,NA,"grain_yield"
"DG2F","GEMN-0260/3IIH6","Excluded","Excluded","Averaged",8.96539474462743,0.57734948937283,NA,"grain_yield"
"DG2F","GEMN-0268/3IIH6","Excluded","Excluded","Averaged",9.06571083795257,0.57598890093445,NA,"grain_yield"
"DG2F","LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18-B22/LH195 ","Excluded","Excluded","Averaged",12.6519869755034,0.581099594217505,NA,"grain_yield"
"DG2F","LH123HT/3IIH6","Excluded","Excluded","Averaged",9.35662672780574,0.581381640363138,NA,"grain_yield"
"DG2F","LH195/LH123HT","Excluded","Excluded","Averaged",12.7772742803843,0.611263149685008,NA,"grain_yield"
"DG2F","LH195/LH185","Excluded","Excluded","Averaged",9.87843134209895,0.802769287082397,NA,"grain_yield"
"DG2F","LH195/LH210","Excluded","Excluded","Averaged",12.1570424402762,0.60536282455578,NA,"grain_yield"
"DG2F","LH195/LH82","Excluded","Excluded","Averaged",10.109009093673,0.578258060855003,NA,"grain_yield"
"DG2F","LH195/NK787","Excluded","Excluded","Averaged",11.8238788859954,0.608867569583102,NA,"grain_yield"
"DG2F","LH195/PHJ65","Excluded","Excluded","Averaged",11.0364723999752,0.595750924111721,NA,"grain_yield"
"DG2F","LH195/PHM49","Excluded","Excluded","Averaged",10.2900701561133,0.600679689144479,NA,"grain_yield"
"DG2F","LH195/PHM57","Excluded","Excluded","Averaged",11.8458645451093,0.598967620353697,NA,"grain_yield"
"DG2F","LH195/PHN37","Excluded","Excluded","Averaged",10.8611937489042,0.577725933401282,NA,"grain_yield"
"DG2F","LH195/PHN47","Excluded","Excluded","Averaged",10.9130932972077,0.600351032517228,NA,"grain_yield"
"DG2F","LH195/PHN82","Excluded","Excluded","Averaged",10.8005948909402,0.601218191965376,NA,"grain_yield"
"DG2F","LH195/PHP60","Excluded","Excluded","Averaged",12.1224421784302,0.605046792525866,NA,"grain_yield"
"DG2F","LH195/PHR03","Excluded","Excluded","Averaged",12.0475129426217,0.592812277968595,NA,"grain_yield"
"DG2F","LH195/PHR55","Excluded","Excluded","Averaged",13.0433029347325,0.619238608791265,NA,"grain_yield"
"DG2F","LH195/PHR63","Excluded","Excluded","Averaged",10.0409923959794,0.60566676872312,NA,"grain_yield"
"DG2F","LH195/PHW30","Excluded","Excluded","Averaged",8.56393833569537,0.599673109044757,NA,"grain_yield"
"DG2F","LH195/PHW53","Excluded","Excluded","Averaged",10.232616859064,0.608071149149161,NA,"grain_yield"
"DG2F","LH195/PHZ51","Excluded","Excluded","Averaged",9.6243696562984,0.456093084297472,NA,"grain_yield"
"DG2F","LH195/Q381","Excluded","Excluded","Averaged",7.20495191509564,0.633536456165445,NA,"grain_yield"
"DG2F","LH198/PHN37","Excluded","Excluded","Averaged",9.35096357100982,0.577214936783166,NA,"grain_yield"
"DG2F","LH198/PHZ51","Excluded","Excluded","Averaged",8.28713664868111,0.580982638979018,NA,"grain_yield"
"DG2F","LH212HT/LH195","Excluded","Excluded","Averaged",10.8383305703892,0.582104555533037,NA,"grain_yield"
"DG2F","LH216/LH195","Excluded","Excluded","Averaged",10.2152631129979,0.79398939255816,NA,"grain_yield"
"DG2F","LH74/PHN82","Excluded","Excluded","Averaged",10.5890610912343,0.577842570766118,NA,"grain_yield"
"DG2F","NILASQ4G11I01S3/LH123HT","Excluded","Excluded","Averaged",10.3143583153158,0.583832523624468,NA,"grain_yield"
"DG2F","NILASQ4G11I02S2/LH123HT","Excluded","Excluded","Averaged",11.509615460341,0.583694767764661,NA,"grain_yield"
"DG2F","NILASQ4G11I03S2/LH123HT","Excluded","Excluded","Averaged",11.2776114892584,0.585727993945593,NA,"grain_yield"
"DG2F","NILASQ4G11I04S2/LH123HT","Excluded","Excluded","Averaged",11.0634677196732,0.584120397772959,NA,"grain_yield"
"DG2F","NILASQ4G11I05S2/LH123HT","Excluded","Excluded","Averaged",10.9744029854315,0.585560915198919,NA,"grain_yield"
"DG2F","NILASQ4G11I06S3/LH123HT","Excluded","Excluded","Averaged",10.1515418189037,0.584030509386918,NA,"grain_yield"
"DG2F","NILASQ4G11I07S3/LH123HT","Excluded","Excluded","Averaged",9.31963944935857,0.582838210947677,NA,"grain_yield"
"DG2F","NILASQ4G11I08S3/LH123HT","Excluded","Excluded","Averaged",11.4291882037477,0.581427049611855,NA,"grain_yield"
"DG2F","NILASQ4G11I09S2/LH123HT","Excluded","Excluded","Averaged",11.1075852486025,0.581166220170644,NA,"grain_yield"
"DG2F","NILASQ4G11I10S2/LH123HT","Excluded","Excluded","Averaged",11.4860896802389,0.585015203935234,NA,"grain_yield"
"DG2F","NILASQ4G11I11S2/LH123HT","Excluded","Excluded","Averaged",11.4744973815308,0.593107299918886,NA,"grain_yield"
"DG2F","NILASQ4G11I12S3/LH123HT","Excluded","Excluded","Averaged",10.136598037345,0.58480287620754,NA,"grain_yield"
"DG2F","NILASQ4G21I01S2/LH123HT","Excluded","Excluded","Averaged",10.6690339525774,0.588014931217622,NA,"grain_yield"
"DG2F","NILASQ4G21I02S2/LH123HT","Excluded","Excluded","Averaged",9.36856842311761,0.589343899319568,NA,"grain_yield"
"DG2F","NILASQ4G21I03S2/LH123HT","Excluded","Excluded","Averaged",10.9819410567982,0.590230836158793,NA,"grain_yield"
"DG2F","NILASQ4G21I04S2/LH123HT","Excluded","Excluded","Averaged",10.3937702505286,0.591384131759389,NA,"grain_yield"
"DG2F","NILASQ4G21I05S2/LH123HT","Excluded","Excluded","Averaged",10.3543150668075,0.58321378941881,NA,"grain_yield"
"DG2F","NILASQ4G21I06S2/LH123HT","Excluded","Excluded","Averaged",10.0448537769859,0.588560793337277,NA,"grain_yield"
"DG2F","NILASQ4G21I07S2/LH123HT","Excluded","Excluded","Averaged",10.802468366847,0.586175266068965,NA,"grain_yield"
"DG2F","NILASQ4G21I08S2/LH123HT","Excluded","Excluded","Averaged",11.0796088928809,0.590116710974423,NA,"grain_yield"
"DG2F","NILASQ4G21I09S2/LH123HT","Excluded","Excluded","Averaged",9.98801176155874,0.586857460336258,NA,"grain_yield"
"DG2F","NILASQ4G21I10S2/LH123HT","Excluded","Excluded","Averaged",10.1623034548013,0.594713940580728,NA,"grain_yield"
"DG2F","NILASQ4G21I11S2/LH123HT","Excluded","Excluded","Averaged",10.5114864284096,0.588592795875766,NA,"grain_yield"
"DG2F","NILASQ4G21I12S2/LH123HT","Excluded","Excluded","Averaged",9.97868163175,0.586110143988807,NA,"grain_yield"
"DG2F","NILASQ4G31I01S2/LH123HT","Excluded","Excluded","Averaged",9.80667583914291,0.590495002053293,NA,"grain_yield"
"DG2F","NILASQ4G31I02S3/LH123HT","Excluded","Excluded","Averaged",11.3107831916868,0.584570411933461,NA,"grain_yield"
"DG2F","NILASQ4G31I03S2/LH123HT","Excluded","Excluded","Averaged",9.92445493802508,0.584485701906165,NA,"grain_yield"
"DG2F","NILASQ4G31I04S2/LH123HT","Excluded","Excluded","Averaged",10.4789679305671,0.583714436382186,NA,"grain_yield"
"DG2F","NILASQ4G31I05S3/LH123HT","Excluded","Excluded","Averaged",10.3175337325391,0.583512693705011,NA,"grain_yield"
"DG2F","NILASQ4G31I06S2/LH123HT","Excluded","Excluded","Averaged",10.6065373084385,0.58516081097097,NA,"grain_yield"
"DG2F","NILASQ4G31I07S3/LH123HT","Excluded","Excluded","Averaged",9.79871519416171,0.582492484802492,NA,"grain_yield"
"DG2F","NILASQ4G31I08S2/LH123HT","Excluded","Excluded","Averaged",10.0438253324245,0.584646719505721,NA,"grain_yield"
"DG2F","NILASQ4G31I09S2/LH123HT","Excluded","Excluded","Averaged",11.6839503571736,0.584025211723659,NA,"grain_yield"
"DG2F","NILASQ4G31I11S3/LH123HT","Excluded","Excluded","Averaged",10.5069587499572,0.582042100497174,NA,"grain_yield"
"DG2F","NILASQ4G31I12S2/LH123HT","Excluded","Excluded","Averaged",10.2364393653248,0.586588386537373,NA,"grain_yield"
"DG2F","NILASQ4G41I01S2/LH123HT","Excluded","Excluded","Averaged",10.6529050102253,0.589754123759324,NA,"grain_yield"
"DG2F","NILASQ4G41I02S3/LH123HT","Excluded","Excluded","Averaged",11.4438202011801,0.586855634002257,NA,"grain_yield"
"DG2F","NILASQ4G41I03S2/LH123HT","Excluded","Excluded","Averaged",9.10316795496902,0.58513918359784,NA,"grain_yield"
"DG2F","NILASQ4G41I04S3/LH123HT","Excluded","Excluded","Averaged",10.5749907850409,0.589975040623047,NA,"grain_yield"
"DG2F","NILASQ4G41I05S3/LH123HT","Excluded","Excluded","Averaged",11.1189553876108,0.589111802218042,NA,"grain_yield"
"DG2F","NILASQ4G41I06S3/LH123HT","Excluded","Excluded","Averaged",11.5064658150582,0.808631955643155,NA,"grain_yield"
"DG2F","NILASQ4G41I07S2/LH123HT","Excluded","Excluded","Averaged",10.2254154229234,0.587870083442775,NA,"grain_yield"
"DG2F","NILASQ4G41I08S2/LH123HT","Excluded","Excluded","Averaged",10.4163144800951,0.588903078380479,NA,"grain_yield"
"DG2F","NILASQ4G41I09S2/LH123HT","Excluded","Excluded","Averaged",10.9881146884543,0.589375803659278,NA,"grain_yield"
"DG2F","NILASQ4G41I10S2/LH123HT","Excluded","Excluded","Averaged",10.9749023626109,0.591880925294544,NA,"grain_yield"
"DG2F","NILASQ4G41I11S2/LH123HT","Excluded","Excluded","Averaged",10.6324988131861,0.599372502059532,NA,"grain_yield"
"DG2F","NILASQ4G41I12S3/LH123HT","Excluded","Excluded","Averaged",10.1125375676215,0.587324629258633,NA,"grain_yield"
"DG2F","NILASQ4G51I01S2/LH123HT","Excluded","Excluded","Averaged",10.2808336330879,0.583597642640148,NA,"grain_yield"
"DG2F","NILASQ4G51I02S3/LH123HT","Excluded","Excluded","Averaged",11.5781326389272,0.578712982921443,NA,"grain_yield"
"DG2F","NILASQ4G51I03S2/LH123HT","Excluded","Excluded","Averaged",9.38084578749482,0.585969413137841,NA,"grain_yield"
"DG2F","NILASQ4G51I04S3/LH123HT","Excluded","Excluded","Averaged",9.75466002567582,0.583065757651473,NA,"grain_yield"
"DG2F","NILASQ4G51I05S3/LH123HT","Excluded","Excluded","Averaged",10.7423811457799,0.578937372318157,NA,"grain_yield"
"DG2F","NILASQ4G51I06S2/LH123HT","Excluded","Excluded","Averaged",9.33443295090758,0.579181352745555,NA,"grain_yield"
"DG2F","NILASQ4G51I07S3/LH123HT","Excluded","Excluded","Averaged",10.533058630925,0.579327166935706,NA,"grain_yield"
"DG2F","NILASQ4G51I08S3/LH123HT","Excluded","Excluded","Averaged",9.92991451226211,0.579961711142994,NA,"grain_yield"
"DG2F","NILASQ4G51I09S3/LH123HT","Excluded","Excluded","Averaged",9.54192536747012,0.580936921175461,NA,"grain_yield"
"DG2F","NILASQ4G51I10S2/LH123HT","Excluded","Excluded","Averaged",10.9494760232785,0.580058600873945,NA,"grain_yield"
"DG2F","NILASQ4G51I11S2/LH123HT","Excluded","Excluded","Averaged",9.87423701206624,0.579602655294514,NA,"grain_yield"
"DG2F","NILASQ4G51I12S2/LH123HT","Excluded","Excluded","Averaged",9.94422839395213,0.579322663860899,NA,"grain_yield"
"DG2F","NILASQ4G61I01S2/LH123HT","Excluded","Excluded","Averaged",10.5473920647616,0.588033217213688,NA,"grain_yield"
"DG2F","NILASQ4G61I02S3/LH123HT","Excluded","Excluded","Averaged",10.8206874123369,0.584980383349913,NA,"grain_yield"
"DG2F","NILASQ4G61I03S3/LH123HT","Excluded","Excluded","Averaged",9.80866372949667,0.585007914809485,NA,"grain_yield"
"DG2F","NILASQ4G61I04S3/LH123HT","Excluded","Excluded","Averaged",10.6857422036323,0.582991782881298,NA,"grain_yield"
"DG2F","NILASQ4G61I05S3/LH123HT","Excluded","Excluded","Averaged",10.9825872300321,0.586676232139286,NA,"grain_yield"
"DG2F","NILASQ4G61I06S3/LH123HT","Excluded","Excluded","Averaged",9.311291417348,0.594400450684268,NA,"grain_yield"
"DG2F","NILASQ4G61I07S3/LH123HT","Excluded","Excluded","Averaged",11.2675126320437,0.586973580858958,NA,"grain_yield"
"DG2F","NILASQ4G61I08S2/LH123HT","Excluded","Excluded","Averaged",10.0427463043182,0.583961972674912,NA,"grain_yield"
"DG2F","NILASQ4G61I09S2/LH123HT","Excluded","Excluded","Averaged",10.549659073193,0.583679391217613,NA,"grain_yield"
"DG2F","NILASQ4G61I10S3/LH123HT","Excluded","Excluded","Averaged",10.4321346761191,0.591597413404286,NA,"grain_yield"
"DG2F","NILASQ4G61I11S2/LH123HT","Excluded","Excluded","Averaged",10.6106261872803,0.586174585126884,NA,"grain_yield"
"DG2F","NILASQ4G61I12S2/LH123HT","Excluded","Excluded","Averaged",10.8219213406733,0.58597219168451,NA,"grain_yield"
"DG2F","NILASQ4G71I01S2/LH123HT","Excluded","Excluded","Averaged",11.0512284333854,0.585926688605925,NA,"grain_yield"
"DG2F","NILASQ4G71I02S2/LH123HT","Excluded","Excluded","Averaged",11.6975551364697,0.587567919141399,NA,"grain_yield"
"DG2F","NILASQ4G71I03S2/LH123HT","Excluded","Excluded","Averaged",11.1227414531793,0.585179818049831,NA,"grain_yield"
"DG2F","NILASQ4G71I04S2/LH123HT","Excluded","Excluded","Averaged",11.152083903035,0.586150132834655,NA,"grain_yield"
"DG2F","NILASQ4G71I05S2/LH123HT","Excluded","Excluded","Averaged",10.6069190915778,0.583669732813042,NA,"grain_yield"
"DG2F","NILASQ4G71I06S2/LH123HT","Excluded","Excluded","Averaged",11.4344479930424,0.585693192687165,NA,"grain_yield"
"DG2F","NILASQ4G71I07S2/LH123HT","Excluded","Excluded","Averaged",11.4265487394138,0.581717509663873,NA,"grain_yield"
"DG2F","NILASQ4G71I08S3/LH123HT","Excluded","Excluded","Averaged",10.0238282654084,0.596215683231272,NA,"grain_yield"
"DG2F","NILASQ4G71I09S2/LH123HT","Excluded","Excluded","Averaged",10.9926420175331,0.584272160723093,NA,"grain_yield"
"DG2F","NILASQ4G71I10S2/LH123HT","Excluded","Excluded","Averaged",11.5141326485884,0.592154079969526,NA,"grain_yield"
"DG2F","NILASQ4G71I11S3/LH123HT","Excluded","Excluded","Averaged",11.4941913428285,0.581214236091299,NA,"grain_yield"
"DG2F","NILASQ4G71I12S3/LH123HT","Excluded","Excluded","Averaged",11.0342911108674,0.582266403057609,NA,"grain_yield"
"DG2F","PB80/PHZ51","Excluded","Excluded","Averaged",10.1733563461606,0.57778842604138,NA,"grain_yield"
"DG2F","PHB47/PHZ51","Excluded","Excluded","Averaged",9.52069382203923,0.575628613729836,NA,"grain_yield"
"DG2F","PHG29/PHG47","Excluded","Excluded","Averaged",8.56699209281659,0.577624173972329,NA,"grain_yield"
"DG2F","PHG39/PHN82","Excluded","Excluded","Averaged",9.44509308412965,0.579821431488138,NA,"grain_yield"
"DG2F","PHG39/TX205","Excluded","Excluded","Averaged",9.28240050467996,0.578467780792248,NA,"grain_yield"
"DG2F","PHG80/PHZ51","Excluded","Excluded","Averaged",7.69809561281473,0.579161360060582,NA,"grain_yield"
"DG2F","PHHB9/LH123HT","Excluded","Excluded","Averaged",10.4885394217151,0.616896306490278,NA,"grain_yield"
"DG2F","PHHB9/LH185","Excluded","Excluded","Averaged",8.9022076709533,0.602744207175534,NA,"grain_yield"
"DG2F","PHHB9/LH210","Excluded","Excluded","Averaged",10.2092990982403,0.586572994259963,NA,"grain_yield"
"DG2F","PHHB9/NK787","Excluded","Excluded","Averaged",10.5708597570319,0.600544278875997,NA,"grain_yield"
"DG2F","PHHB9/PHJ65","Excluded","Excluded","Averaged",10.7948728406456,0.600970497233089,NA,"grain_yield"
"DG2F","PHHB9/PHM49","Excluded","Excluded","Averaged",9.32399008434111,0.612420125282258,NA,"grain_yield"
"DG2F","PHHB9/PHM57","Excluded","Excluded","Averaged",9.36351823032166,0.605250194779553,NA,"grain_yield"
"DG2F","PHHB9/PHN47","Excluded","Excluded","Averaged",9.86425520707584,0.603570931533603,NA,"grain_yield"
"DG2F","PHHB9/PHN82","Excluded","Excluded","Averaged",10.6961406222199,0.61922894199315,NA,"grain_yield"
"DG2F","PHHB9/PHP60","Excluded","Excluded","Averaged",10.1319759690808,0.595861534999274,NA,"grain_yield"
"DG2F","PHHB9/PHR03","Excluded","Excluded","Averaged",11.7010957628744,0.59923444689303,NA,"grain_yield"
"DG2F","PHHB9/PHR55","Excluded","Excluded","Averaged",12.4989649859941,0.59902264267734,NA,"grain_yield"
"DG2F","PHHB9/PHR63","Excluded","Excluded","Averaged",9.27648649313558,0.592995499653208,NA,"grain_yield"
"DG2F","PHHB9/PHW30","Excluded","Excluded","Averaged",8.6653396311588,0.616943652343749,NA,"grain_yield"
"DG2F","PHHB9/PHW53","Excluded","Excluded","Averaged",8.60209617465432,0.598994710148348,NA,"grain_yield"
"DG2F","PHHB9/PHZ51","Excluded","Excluded","Averaged",7.34101130110704,0.61401951879659,NA,"grain_yield"
"DG2F","PHHB9/Q381","Excluded","Excluded","Averaged",8.10561265903353,0.608588173369987,NA,"grain_yield"
"DG2F","PHN11_OH43_0001/PHB47","Excluded","Excluded","Averaged",7.78689053174576,0.575557506187344,NA,"grain_yield"
"DG2F","PHN11_PHG47_0251/PHB47","Excluded","Excluded","Averaged",7.24145130176828,0.579442935553846,NA,"grain_yield"
"DG2F","PHN11_PHW65_0323/LH195","Excluded","Excluded","Averaged",10.083264459203,0.577893868781945,NA,"grain_yield"
"DG2F","PHP02/PHB47","Excluded","Excluded","Averaged",8.81198892486201,0.577379470662536,NA,"grain_yield"
"DG2F","PHP02/PHG47","Excluded","Excluded","Averaged",7.7815573223163,0.5785641929127,NA,"grain_yield"
"DG2F","PHP38/LH123HT","Excluded","Excluded","Averaged",7.89588384328204,0.614627823532641,NA,"grain_yield"
"DG2F","PHP38/LH185","Excluded","Excluded","Averaged",7.32497377622916,0.591520159264482,NA,"grain_yield"
"DG2F","PHP38/LH210","Excluded","Excluded","Averaged",9.17159899917671,0.592181033394432,NA,"grain_yield"
"DG2F","PHP38/PHJ65","Excluded","Excluded","Averaged",9.83523190128401,0.602101552941307,NA,"grain_yield"
"DG2F","PHP38/PHM49","Excluded","Excluded","Averaged",9.71430550747692,0.619648477344244,NA,"grain_yield"
"DG2F","PHP38/PHM57","Excluded","Excluded","Averaged",8.68115493301305,0.624189593784405,NA,"grain_yield"
"DG2F","PHP38/PHN47","Excluded","Excluded","Averaged",8.36334724789335,0.625051217712297,NA,"grain_yield"
"DG2F","PHP38/PHN82","Excluded","Excluded","Averaged",8.78668186586232,0.602642849644341,NA,"grain_yield"
"DG2F","PHP38/PHP60","Excluded","Excluded","Averaged",6.82756686597049,0.622758203421718,NA,"grain_yield"
"DG2F","PHP38/PHR03","Excluded","Excluded","Averaged",10.7933437604799,0.628178284856936,NA,"grain_yield"
"DG2F","PHP38/PHR55","Excluded","Excluded","Averaged",9.80756470508116,0.602571631339551,NA,"grain_yield"
"DG2F","PHP38/PHR63","Excluded","Excluded","Averaged",9.57041199060945,0.600035578244515,NA,"grain_yield"
"DG2F","PHP38/PHW30","Excluded","Excluded","Averaged",7.90762739917869,0.611152550599561,NA,"grain_yield"
"DG2F","PHP38/PHW53","Excluded","Excluded","Averaged",9.68644418496895,0.60263063011441,NA,"grain_yield"
"DG2F","PHP38/Q381","Excluded","Excluded","Averaged",7.0140889908769,0.607215590654118,NA,"grain_yield"
"DG2F","PHV63/LH123HT","Excluded","Excluded","Averaged",8.54834119703082,0.608157741723325,NA,"grain_yield"
"DG2F","PHV63/NK787","Excluded","Excluded","Averaged",9.38494870881982,0.614011682533566,NA,"grain_yield"
"DG2F","PHV63/PGM49","Excluded","Excluded","Averaged",8.41042455292651,0.614030684799283,NA,"grain_yield"
"DG2F","PHV63/PH210","Excluded","Excluded","Averaged",10.2008644230511,0.599428445086396,NA,"grain_yield"
"DG2F","PHV63/PHJ65","Excluded","Excluded","Averaged",9.41266840064607,0.610531286910446,NA,"grain_yield"
"DG2F","PHV63/PHM57","Excluded","Excluded","Averaged",9.40201539608684,0.614714964063287,NA,"grain_yield"
"DG2F","PHV63/PHN47","Excluded","Excluded","Averaged",9.85415434986493,0.60861670426272,NA,"grain_yield"
"DG2F","PHV63/PHN82","Excluded","Excluded","Averaged",9.77495102662743,0.603902886461796,NA,"grain_yield"
"DG2F","PHV63/PHP60","Excluded","Excluded","Averaged",9.87446409119517,0.613928920865175,NA,"grain_yield"
"DG2F","PHV63/PHR03","Excluded","Excluded","Averaged",9.93991349326389,0.619975949524915,NA,"grain_yield"
"DG2F","PHV63/PHR55","Excluded","Excluded","Averaged",11.0616233825255,0.601721083941007,NA,"grain_yield"
"DG2F","PHV63/PHR63","Excluded","Excluded","Averaged",9.88223168070054,0.61026542667485,NA,"grain_yield"
"DG2F","PHV63/PHW30","Excluded","Excluded","Averaged",9.16083496044294,0.59518328843176,NA,"grain_yield"
"DG2F","PHV63/PHW53","Excluded","Excluded","Averaged",8.30757201992373,0.626334601574453,NA,"grain_yield"
"DG2F","PHV63/PHZ51","Excluded","Excluded","Averaged",7.79653304258616,0.615679894758182,NA,"grain_yield"
"DG2F","PHV63/Q381","Excluded","Excluded","Averaged",5.75705332912423,0.603107585933654,NA,"grain_yield"
"DG2F","PHW52/LH185","Excluded","Excluded","Averaged",9.74993262698299,0.596636319494851,NA,"grain_yield"
"DG2F","PHW52/LH210","Excluded","Excluded","Averaged",11.2311237196644,0.612570154788253,NA,"grain_yield"
"DG2F","PHW52/NK787","Excluded","Excluded","Averaged",12.1923761754068,0.609121793370345,NA,"grain_yield"
"DG2F","PHW52/PHJ65","Excluded","Excluded","Averaged",10.3341204764147,0.632165492137203,NA,"grain_yield"
"DG2F","PHW52/PHM49","Excluded","Excluded","Averaged",10.2282570790986,0.577853048919239,NA,"grain_yield"
"DG2F","PHW52/PHM57","Excluded","Excluded","Averaged",9.85249594610214,0.625384879565554,NA,"grain_yield"
"DG2F","PHW52/PHN47","Excluded","Excluded","Averaged",11.1291619665481,0.604242492057341,NA,"grain_yield"
"DG2F","PHW52/PHN82","Excluded","Excluded","Averaged",10.8684139136058,0.456291135593161,NA,"grain_yield"
"DG2F","PHW52/PHP60","Excluded","Excluded","Averaged",8.50473609253264,0.61073996349099,NA,"grain_yield"
"DG2F","PHW52/PHR03","Excluded","Excluded","Averaged",11.6178388105086,0.600756504152298,NA,"grain_yield"
"DG2F","PHW52/PHR55","Excluded","Excluded","Averaged",11.9959725506536,0.626159292075786,NA,"grain_yield"
"DG2F","PHW52/PHR63","Excluded","Excluded","Averaged",8.98683100105249,0.614160557815755,NA,"grain_yield"
"DG2F","PHW52/PHW30","Excluded","Excluded","Averaged",10.8039092656196,0.604747874059729,NA,"grain_yield"
"DG2F","PHW52/PHW53","Excluded","Excluded","Averaged",9.03428201633354,0.634311555205923,NA,"grain_yield"
"DG2F","PHW52/PHZ51","Excluded","Excluded","Averaged",8.4791223072827,0.608423202504249,NA,"grain_yield"
"DG2F","PHW52/Q381","Excluded","Excluded","Averaged",6.81578796748314,0.605308859449544,NA,"grain_yield"
"DG2F","REV28HR20 (2016)","Excluded","Excluded","Averaged",14.7334289776428,0.511276212395079,NA,"grain_yield"
"DG2F","TX204/PHB47","Excluded","Excluded","Averaged",11.5320144824697,0.581236813175303,NA,"grain_yield"
"DG2F","TX303/TX777","Excluded","Excluded","Averaged",10.8152120854128,0.582052179803056,NA,"grain_yield"
"DG2F","TX714/PHZ51","Excluded","Excluded","Averaged",9.63810830629981,0.577480384544924,NA,"grain_yield"
"DG2F","TX714/TX775","Excluded","Excluded","Averaged",12.7180701725156,0.790018476483195,NA,"grain_yield"
"DG2F","TX714/TX777","Excluded","Excluded","Averaged",12.0150614462518,0.578155539202088,NA,"grain_yield"
"DG2F","TX714/TX779","Excluded","Excluded","Averaged",11.4165854141769,0.583589628387114,NA,"grain_yield"
"DG2F","TX740/LH195 ","Excluded","Excluded","Averaged",11.7443740256973,0.582156743777865,NA,"grain_yield"
"DG2F","TX770/LH195","Excluded","Excluded","Averaged",10.8358607847186,0.579884178512772,NA,"grain_yield"
"DG2F","TX772W/LH195 ","Excluded","Excluded","Averaged",9.49100828101834,0.579079429140693,NA,"grain_yield"
"DG2F","VA35/LH195","Excluded","Excluded","Averaged",10.9153405143788,0.57917704186247,NA,"grain_yield"
