"genotype","date","trait","DG2F","G2FE","yield_difference","proportional_reduction"
"LH123HT/3IIH6",NA,"grain_yield",9.35662672780574,10.2520000866922,0.895373358886461,0.0873364564294842
"LH195/LH123HT",NA,"grain_yield",12.7772742803843,12.8352628522088,0.0579885718245006,0.00451791073484109
"LH195/LH185",NA,"grain_yield",9.87843134209895,10.3779497354308,0.499518393331851,0.0481326664771242
"LH195/LH210",NA,"grain_yield",12.1570424402762,13.7457835921175,1.5887411518413,0.115580253478773
"LH195/LH82",NA,"grain_yield",10.109009093673,11.0750557341044,0.966046640431399,0.0872272486590353
"LH195/NK787",NA,"grain_yield",11.8238788859954,13.1008122740978,1.2769333881024,0.0974697874747111
"LH195/PHJ65",NA,"grain_yield",11.0364723999752,13.1251086356636,2.0886362356884,0.159132872242531
"LH195/PHM49",NA,"grain_yield",10.2900701561133,11.3816553501434,1.0915851940301,0.0959074194788676
"LH195/PHM57",NA,"grain_yield",11.8458645451093,13.1050030174987,1.2591384723894,0.0960807464682084
"LH195/PHN37",NA,"grain_yield",10.8611937489042,11.1022930396158,0.241099290711601,0.0217161706911624
"LH195/PHN47",NA,"grain_yield",10.9130932972077,13.3556737785446,2.4425804813369,0.182887102653018
"LH195/PHN82",NA,"grain_yield",10.8005948909402,12.1326686937006,1.3320738027604,0.109792316627918
"LH195/PHP60",NA,"grain_yield",12.1224421784302,12.4704441335863,0.3480019551561,0.0279061396232742
"LH195/PHR03",NA,"grain_yield",12.0475129426217,13.4401489396861,1.3926359970644,0.103617601509774
"LH195/PHR55",NA,"grain_yield",13.0433029347325,13.4628120442999,0.4195091095674,0.0311605857815581
"LH195/PHR63",NA,"grain_yield",10.0409923959794,11.4024076268489,1.3614152308695,0.119397172546596
"LH195/PHW30",NA,"grain_yield",8.56393833569537,10.9719753430528,2.40803700735743,0.219471602156137
"LH195/PHW53",NA,"grain_yield",10.232616859064,11.8607177458376,1.6281008867736,0.137268327403286
"LH195/PHZ51",NA,"grain_yield",9.6243696562984,11.1490951386532,1.5247254823548,0.136757778402005
"LH195/Q381",NA,"grain_yield",7.20495191509564,9.01801233293361,1.81306041783797,0.201048784466252
"LH198/PHN37",NA,"grain_yield",9.35096357100982,10.0725962798723,0.721632708862481,0.0716431681377415
"LH198/PHZ51",NA,"grain_yield",8.28713664868111,10.7153339524657,2.42819730378459,0.22660957787749
"LH212HT/LH195",NA,"grain_yield",10.8383305703892,12.4013421540556,1.5630115836664,0.126035679384529
"LH216/LH195",NA,"grain_yield",10.2152631129979,13.14176915523,2.9265060422321,0.222687372427893
"LH74/PHN82",NA,"grain_yield",10.5890610912343,11.4596539301464,0.870592838912101,0.0759702556655635
"NILASQ4G11I01S3/LH123HT",NA,"grain_yield",10.3143583153158,11.983160223209,1.6688019078932,0.139262254431103
"NILASQ4G11I02S2/LH123HT",NA,"grain_yield",11.509615460341,11.948082896993,0.438467436652001,0.0366977230098019
"NILASQ4G11I03S2/LH123HT",NA,"grain_yield",11.2776114892584,10.9144734361538,-0.363138053104599,-0.0332712388947429
"NILASQ4G11I04S2/LH123HT",NA,"grain_yield",11.0634677196732,12.8084721070839,1.7450043874107,0.136238293905922
"NILASQ4G11I05S2/LH123HT",NA,"grain_yield",10.9744029854315,10.4882284896163,-0.486174495815199,-0.0463543005662517
"NILASQ4G11I06S3/LH123HT",NA,"grain_yield",10.1515418189037,11.7325746826202,1.5810328637165,0.134755832073119
"NILASQ4G11I07S3/LH123HT",NA,"grain_yield",9.31963944935857,10.9753599225892,1.65572047323063,0.150857965926281
"NILASQ4G11I08S3/LH123HT",NA,"grain_yield",11.4291882037477,12.2370477930111,0.807859589263401,0.0660175234197248
"NILASQ4G11I09S2/LH123HT",NA,"grain_yield",11.1075852486025,11.3457579081595,0.238172659557,0.020992221188301
"NILASQ4G11I10S2/LH123HT",NA,"grain_yield",11.4860896802389,11.7997945560719,0.313704875833,0.0265856218379307
"NILASQ4G11I11S2/LH123HT",NA,"grain_yield",11.4744973815308,12.0970872699409,0.622589888410101,0.0514660987820701
"NILASQ4G11I12S3/LH123HT",NA,"grain_yield",10.136598037345,12.7035717938984,2.5669737565534,0.202067087760809
"NILASQ4G21I01S2/LH123HT",NA,"grain_yield",10.6690339525774,11.1631497465661,0.4941157939887,0.0442631161640284
"NILASQ4G21I02S2/LH123HT",NA,"grain_yield",9.36856842311761,11.0086223216188,1.64005389850119,0.148979032124705
"NILASQ4G21I03S2/LH123HT",NA,"grain_yield",10.9819410567982,11.0295484928455,0.0476074360472989,0.00431635402647534
"NILASQ4G21I04S2/LH123HT",NA,"grain_yield",10.3937702505286,10.0143571621148,-0.3794130884138,-0.0378869139847691
"NILASQ4G21I05S2/LH123HT",NA,"grain_yield",10.3543150668075,11.5757225904265,1.221407523619,0.10551458140757
"NILASQ4G21I06S2/LH123HT",NA,"grain_yield",10.0448537769859,11.8190205069208,1.7741667299349,0.150111147442042
"NILASQ4G21I07S2/LH123HT",NA,"grain_yield",10.802468366847,12.0955763771228,1.2931080102758,0.106907514777183
"NILASQ4G21I08S2/LH123HT",NA,"grain_yield",11.0796088928809,12.4428151475927,1.3632062547118,0.109557703666082
"NILASQ4G21I09S2/LH123HT",NA,"grain_yield",9.98801176155874,11.9225925113788,1.93458074982006,0.162261752045431
"NILASQ4G21I10S2/LH123HT",NA,"grain_yield",10.1623034548013,9.59037849713203,-0.571924957669271,-0.0596352852851745
"NILASQ4G21I11S2/LH123HT",NA,"grain_yield",10.5114864284096,10.9459667012939,0.434480272884299,0.0396931842331423
"NILASQ4G21I12S2/LH123HT",NA,"grain_yield",9.97868163175,11.4554250782318,1.4767434464818,0.128912147423319
"NILASQ4G31I01S2/LH123HT",NA,"grain_yield",9.80667583914291,10.8617800669375,1.05510422779459,0.0971391633132265
"NILASQ4G31I02S3/LH123HT",NA,"grain_yield",11.3107831916868,11.2361859262063,-0.0745972654805005,-0.00663902021294582
"NILASQ4G31I03S2/LH123HT",NA,"grain_yield",9.92445493802508,11.1617413150144,1.23728637698932,0.110850658698295
"NILASQ4G31I04S2/LH123HT",NA,"grain_yield",10.4789679305671,11.2299403053924,0.750972374825301,0.0668723389798161
"NILASQ4G31I05S3/LH123HT",NA,"grain_yield",10.3175337325391,10.6007280553831,0.283194322843999,0.0267146106724425
"NILASQ4G31I06S2/LH123HT",NA,"grain_yield",10.6065373084385,11.4368844672166,0.8303471587781,0.0726025659486427
"NILASQ4G31I07S3/LH123HT",NA,"grain_yield",9.79871519416171,10.7833959204412,0.984680726279489,0.0913145296291041
"NILASQ4G31I08S2/LH123HT",NA,"grain_yield",10.0438253324245,11.0192413148589,0.9754159824344,0.0885193412652739
"NILASQ4G31I09S2/LH123HT",NA,"grain_yield",11.6839503571736,11.2233345554128,-0.460615801760801,-0.0410409045089595
"NILASQ4G31I11S3/LH123HT",NA,"grain_yield",10.5069587499572,11.5183978930697,1.0114391431125,0.0878107487258324
"NILASQ4G31I12S2/LH123HT",NA,"grain_yield",10.2364393653248,11.6922704395472,1.4558310742224,0.124512264897525
"NILASQ4G41I01S2/LH123HT",NA,"grain_yield",10.6529050102253,11.132675560728,0.4797705505027,0.043095709372431
"NILASQ4G41I02S3/LH123HT",NA,"grain_yield",11.4438202011801,11.9154607095136,0.471640508333499,0.0395822301656309
"NILASQ4G41I03S2/LH123HT",NA,"grain_yield",9.10316795496902,8.33866463279214,-0.76450332217688,-0.091681744720904
"NILASQ4G41I04S3/LH123HT",NA,"grain_yield",10.5749907850409,12.1109869003531,1.5359961153122,0.126826668045312
"NILASQ4G41I05S3/LH123HT",NA,"grain_yield",11.1189553876108,12.0526034381506,0.9336480505398,0.0774644296007023
"NILASQ4G41I06S3/LH123HT",NA,"grain_yield",11.5064658150582,10.9287913276313,-0.577674487426901,-0.0528580398425547
"NILASQ4G41I07S2/LH123HT",NA,"grain_yield",10.2254154229234,10.9756993181219,0.7502838951985,0.0683586415272611
"NILASQ4G41I08S2/LH123HT",NA,"grain_yield",10.4163144800951,11.4314235404965,1.0151090604014,0.0887998819049365
"NILASQ4G41I09S2/LH123HT",NA,"grain_yield",10.9881146884543,11.7915814432372,0.803466754782901,0.0681390158436901
"NILASQ4G41I10S2/LH123HT",NA,"grain_yield",10.9749023626109,11.9772984557802,1.0023960931693,0.0836913346419574
"NILASQ4G41I11S2/LH123HT",NA,"grain_yield",10.6324988131861,10.7592906297544,0.1267918165683,0.0117844029807748
"NILASQ4G41I12S3/LH123HT",NA,"grain_yield",10.1125375676215,10.7307272831006,0.618189715479101,0.0576093026287848
"NILASQ4G51I01S2/LH123HT",NA,"grain_yield",10.2808336330879,11.5678074996205,1.2869738665326,0.111254778969552
"NILASQ4G51I02S3/LH123HT",NA,"grain_yield",11.5781326389272,10.8230082403943,-0.755124398532899,-0.069770287683472
"NILASQ4G51I03S2/LH123HT",NA,"grain_yield",9.38084578749482,10.6654262741723,1.28458048667748,0.120443426606235
"NILASQ4G51I04S3/LH123HT",NA,"grain_yield",9.75466002567582,10.1331216688429,0.37846164316708,0.0373489686135681
"NILASQ4G51I05S3/LH123HT",NA,"grain_yield",10.7423811457799,10.5050217942513,-0.2373593515286,-0.0225948461771388
"NILASQ4G51I06S2/LH123HT",NA,"grain_yield",9.33443295090758,10.9229096240195,1.58847667311192,0.145426148140863
"NILASQ4G51I07S3/LH123HT",NA,"grain_yield",10.533058630925,10.4346651843543,-0.0983934465707001,-0.00942947807450789
"NILASQ4G51I08S3/LH123HT",NA,"grain_yield",9.92991451226211,10.3626174857004,0.432702973438289,0.0417561464596551
"NILASQ4G51I09S3/LH123HT",NA,"grain_yield",9.54192536747012,10.8291563098405,1.28723094237038,0.118867149530446
"NILASQ4G51I10S2/LH123HT",NA,"grain_yield",10.9494760232785,11.719828673702,0.770352650423501,0.0657307091998782
"NILASQ4G51I11S2/LH123HT",NA,"grain_yield",9.87423701206624,11.7217501290992,1.84751311703296,0.157614101707092
"NILASQ4G51I12S2/LH123HT",NA,"grain_yield",9.94422839395213,11.1842056161502,1.23997722219807,0.110868600306089
"NILASQ4G61I01S2/LH123HT",NA,"grain_yield",10.5473920647616,10.8241844781964,0.2767924134348,0.0255716644512438
"NILASQ4G61I02S3/LH123HT",NA,"grain_yield",10.8206874123369,11.5140049675701,0.6933175552332,0.0602151516510521
"NILASQ4G61I03S3/LH123HT",NA,"grain_yield",9.80866372949667,11.4104926385755,1.60182890907883,0.140382099162268
"NILASQ4G61I04S3/LH123HT",NA,"grain_yield",10.6857422036323,11.7215823217575,1.0358401181252,0.0883703317258185
"NILASQ4G61I05S3/LH123HT",NA,"grain_yield",10.9825872300321,11.3590961320753,0.376508902043199,0.03314602655576
"NILASQ4G61I06S3/LH123HT",NA,"grain_yield",9.311291417348,11.0757172950196,1.7644258776716,0.159305788570913
"NILASQ4G61I07S3/LH123HT",NA,"grain_yield",11.2675126320437,11.0119533572862,-0.255559274757498,-0.0232074425368325
"NILASQ4G61I08S2/LH123HT",NA,"grain_yield",10.0427463043182,11.6641410039181,1.6213946995999,0.139006781472828
"NILASQ4G61I09S2/LH123HT",NA,"grain_yield",10.549659073193,11.5457936577509,0.9961345845579,0.0862768393482571
"NILASQ4G61I10S3/LH123HT",NA,"grain_yield",10.4321346761191,11.180849721495,0.748715045375899,0.0669640558656742
"NILASQ4G61I11S2/LH123HT",NA,"grain_yield",10.6106261872803,12.311640516967,1.7010143296867,0.138163092671727
"NILASQ4G61I12S2/LH123HT",NA,"grain_yield",10.8219213406733,11.1745474497947,0.352626109121399,0.0315561870138981
"NILASQ4G71I01S2/LH123HT",NA,"grain_yield",11.0512284333854,8.99501428017787,-2.05621415320753,-0.228594873688946
"NILASQ4G71I02S2/LH123HT",NA,"grain_yield",11.6975551364697,12.7712492127532,1.0736940762835,0.084071186647217
"NILASQ4G71I03S2/LH123HT",NA,"grain_yield",11.1227414531793,13.1657180598216,2.0429766066423,0.155173959928319
"NILASQ4G71I04S2/LH123HT",NA,"grain_yield",11.152083903035,11.5022462425354,0.350162339500399,0.030442952803905
"NILASQ4G71I05S2/LH123HT",NA,"grain_yield",10.6069190915778,9.89199220634884,-0.714926885228961,-0.0722732964518622
"NILASQ4G71I06S2/LH123HT",NA,"grain_yield",11.4344479930424,11.1947862895831,-0.239661703459301,-0.0214083321699772
"NILASQ4G71I07S2/LH123HT",NA,"grain_yield",11.4265487394138,11.1341622426755,-0.292386496738301,-0.0262603050292936
"NILASQ4G71I08S3/LH123HT",NA,"grain_yield",10.0238282654084,12.0436540120747,2.0198257466663,0.167708715697185
"NILASQ4G71I09S2/LH123HT",NA,"grain_yield",10.9926420175331,9.31405760610032,-1.67858441143278,-0.180220531418377
"NILASQ4G71I10S2/LH123HT",NA,"grain_yield",11.5141326485884,12.7627440826237,1.2486114340353,0.0978325214352034
"NILASQ4G71I11S3/LH123HT",NA,"grain_yield",11.4941913428285,12.2341868774288,0.739995534600299,0.0604858779757188
"NILASQ4G71I12S3/LH123HT",NA,"grain_yield",11.0342911108674,11.8988284990409,0.864537388173499,0.0726573534733428
"PB80/PHZ51",NA,"grain_yield",10.1733563461606,11.201394670839,1.0280383246784,0.0917777075880318
"PHB47/PHZ51",NA,"grain_yield",9.52069382203923,10.502750982527,0.98205716048777,0.0935047552895026
"PHG29/PHG47",NA,"grain_yield",8.56699209281659,9.66751591575936,1.10052382294277,0.113837291040687
"PHG39/PHN82",NA,"grain_yield",9.44509308412965,11.6448443317975,2.19975124766785,0.188903448169006
"PHG39/TX205",NA,"grain_yield",9.28240050467996,10.6009065599358,1.31850605525584,0.124376726443274
"PHG80/PHZ51",NA,"grain_yield",7.69809561281473,8.77029743714248,1.07220182432775,0.122253758440044
"PHHB9/LH123HT",NA,"grain_yield",10.4885394217151,11.5294875829859,1.0409481612708,0.0902857263844865
"PHHB9/LH185",NA,"grain_yield",8.9022076709533,9.97146118476385,1.06925351381055,0.107231377026703
"PHHB9/LH210",NA,"grain_yield",10.2092990982403,10.088262766158,-0.1210363320823,-0.0119977378551566
"PHHB9/NK787",NA,"grain_yield",10.5708597570319,11.7743121913823,1.2034524343504,0.102209998748905
"PHHB9/PHJ65",NA,"grain_yield",10.7948728406456,10.9924132063686,0.197540365723,0.0179706095480975
"PHHB9/PHM49",NA,"grain_yield",9.32399008434111,9.97686604309474,0.652875958753629,0.0654389821346256
"PHHB9/PHM57",NA,"grain_yield",9.36351823032166,11.8230785001283,2.45956026980664,0.208030443998147
"PHHB9/PHN47",NA,"grain_yield",9.86425520707584,11.3794757777415,1.51522057066566,0.133153811323142
"PHHB9/PHN82",NA,"grain_yield",10.6961406222199,11.8622268642598,1.1660862420399,0.0983024735054806
"PHHB9/PHP60",NA,"grain_yield",10.1319759690808,11.053864060327,0.921888091246199,0.0833996226310502
"PHHB9/PHR03",NA,"grain_yield",11.7010957628744,13.2227822140501,1.5216864511757,0.115080655987724
"PHHB9/PHR55",NA,"grain_yield",12.4989649859941,13.4367806703797,0.937815684385601,0.0697946708658377
"PHHB9/PHR63",NA,"grain_yield",9.27648649313558,9.59665440025034,0.32016790711476,0.0333624504709066
"PHHB9/PHW30",NA,"grain_yield",8.6653396311588,10.3543458279958,1.689006196837,0.163120512381411
"PHHB9/PHW53",NA,"grain_yield",8.60209617465432,10.8259393529411,2.22384317828678,0.205418034018695
"PHHB9/PHZ51",NA,"grain_yield",7.34101130110704,8.57516567216032,1.23415437105328,0.143921927369872
"PHHB9/Q381",NA,"grain_yield",8.10561265903353,9.331135783955,1.22552312492147,0.131336972614713
"PHN11_OH43_0001/PHB47",NA,"grain_yield",7.78689053174576,9.10918581893366,1.3222952871879,0.145160644811908
"PHN11_PHG47_0251/PHB47",NA,"grain_yield",7.24145130176828,8.11877715882537,0.87732585705709,0.108061329913879
"PHN11_PHW65_0323/LH195",NA,"grain_yield",10.083264459203,11.6380024272775,1.5547379680745,0.13359147996313
"PHP02/PHB47",NA,"grain_yield",8.81198892486201,9.68923396627005,0.87724504140804,0.09053812143064
"PHP02/PHG47",NA,"grain_yield",7.7815573223163,7.31524678455819,-0.46631053775811,-0.063745017972934
"PHP38/LH123HT",NA,"grain_yield",7.89588384328204,8.8113239681854,0.91544012490336,0.103893595129256
"PHP38/LH185",NA,"grain_yield",7.32497377622916,9.15916947039987,1.83419569417071,0.20025786181797
"PHP38/LH210",NA,"grain_yield",9.17159899917671,10.3338607672197,1.16226176804299,0.112471204540498
"PHP38/PHJ65",NA,"grain_yield",9.83523190128401,11.0662049759301,1.23097307464609,0.111237147452406
"PHP38/PHM49",NA,"grain_yield",9.71430550747692,9.83942482530384,0.12511931782692,0.0127161211197176
"PHP38/PHM57",NA,"grain_yield",8.68115493301305,10.8029403215822,2.12178538856915,0.19640813754476
"PHP38/PHN47",NA,"grain_yield",8.36334724789335,9.69416400052825,1.3308167526349,0.137280197917261
"PHP38/PHN82",NA,"grain_yield",8.78668186586232,10.1288686926998,1.34218682683748,0.132511030358685
"PHP38/PHP60",NA,"grain_yield",6.82756686597049,7.62815628690485,0.80058942093436,0.10495189018462
"PHP38/PHR03",NA,"grain_yield",10.7933437604799,11.7642746458337,0.9709308853538,0.0825321504796434
"PHP38/PHR55",NA,"grain_yield",9.80756470508116,11.6169019895554,1.80933728447424,0.155750413156708
"PHP38/PHR63",NA,"grain_yield",9.57041199060945,11.0285694254075,1.45815743479805,0.132216371729842
"PHP38/PHW30",NA,"grain_yield",7.90762739917869,9.98862144016798,2.08099404098929,0.208336460987583
"PHP38/PHW53",NA,"grain_yield",9.68644418496895,10.8015071056605,1.11506292069155,0.103232161010865
"PHP38/Q381",NA,"grain_yield",7.0140889908769,7.40856293607137,0.39447394519447,0.0532456764690256
"PHV63/LH123HT",NA,"grain_yield",8.54834119703082,11.0802278308641,2.53188663383328,0.228504925393382
"PHV63/NK787",NA,"grain_yield",9.38494870881982,12.1278917266068,2.74294301778698,0.226168165054555
"PHV63/PGM49",NA,"grain_yield",8.41042455292651,10.7787883557035,2.36836380277699,0.219724492644277
"PHV63/PH210",NA,"grain_yield",10.2008644230511,10.1730036208554,-0.0278608021956988,-0.00273869972272323
"PHV63/PHJ65",NA,"grain_yield",9.41266840064607,11.3188648582774,1.90619645763133,0.168408800838129
"PHV63/PHM57",NA,"grain_yield",9.40201539608684,10.8575600364944,1.45554464040756,0.134058171036143
"PHV63/PHN47",NA,"grain_yield",9.85415434986493,11.2084903502755,1.35433600041057,0.120831258990849
"PHV63/PHN82",NA,"grain_yield",9.77495102662743,12.0022262767881,2.22727525016067,0.185571842989508
"PHV63/PHP60",NA,"grain_yield",9.87446409119517,12.1923476505933,2.31788355939813,0.190109700430445
"PHV63/PHR03",NA,"grain_yield",9.93991349326389,10.8658406218967,0.925927128632809,0.0852144956706702
"PHV63/PHR55",NA,"grain_yield",11.0616233825255,12.8476988294201,1.7860754468946,0.139019093660932
"PHV63/PHR63",NA,"grain_yield",9.88223168070054,9.74471312351078,-0.137518557189761,-0.0141121196126313
"PHV63/PHW30",NA,"grain_yield",9.16083496044294,10.80649155558,1.64565659513706,0.152284077276432
"PHV63/PHW53",NA,"grain_yield",8.30757201992373,10.6885893643604,2.38101734443667,0.222762542677132
"PHV63/PHZ51",NA,"grain_yield",7.79653304258616,9.61728643629788,1.82075339371172,0.189320907282097
"PHV63/Q381",NA,"grain_yield",5.75705332912423,8.35624664808111,2.59919331895688,0.311047941548464
"PHW52/LH185",NA,"grain_yield",9.74993262698299,9.59057682628534,-0.15935580069765,-0.016615872390584
"PHW52/LH210",NA,"grain_yield",11.2311237196644,11.8531429086461,0.622019188981701,0.0524771525810238
"PHW52/NK787",NA,"grain_yield",12.1923761754068,11.6982115593713,-0.4941646160355,-0.0422427491183155
"PHW52/PHJ65",NA,"grain_yield",10.3341204764147,11.4472184617445,1.1130979853298,0.0972374196447517
"PHW52/PHM49",NA,"grain_yield",10.2282570790986,12.0673448826903,1.8390878035917,0.152402025588059
"PHW52/PHM57",NA,"grain_yield",9.85249594610214,9.6119470843166,-0.240548861785539,-0.0250260285117501
"PHW52/PHN47",NA,"grain_yield",11.1291619665481,12.129633651468,1.0004716849199,0.0824816077440902
"PHW52/PHN82",NA,"grain_yield",10.8684139136058,10.8704146706532,0.00200075704740144,0.000184055264497163
"PHW52/PHP60",NA,"grain_yield",8.50473609253264,11.1355522131861,2.63081612065346,0.236253763647051
"PHW52/PHR03",NA,"grain_yield",11.6178388105086,12.5723515299218,0.9545127194132,0.0759215741893225
"PHW52/PHR55",NA,"grain_yield",11.9959725506536,13.8887656361334,1.8927930854798,0.136282311550816
"PHW52/PHR63",NA,"grain_yield",8.98683100105249,10.5487889387197,1.56195793766721,0.148069882404604
"PHW52/PHW30",NA,"grain_yield",10.8039092656196,11.5581515440966,0.754242278476999,0.0652563063911576
"PHW52/PHW53",NA,"grain_yield",9.03428201633354,9.86226216993518,0.82798015360164,0.0839543848393843
"PHW52/PHZ51",NA,"grain_yield",8.4791223072827,9.46890686018624,0.989784552903538,0.104529970303676
"PHW52/Q381",NA,"grain_yield",6.81578796748314,9.04395146247969,2.22816349499655,0.246370572004997
"REV28HR20 (2016)",NA,"grain_yield",14.7334289776428,16.191821551861,1.4583925742182,0.0900697039889611
"TX204/PHB47",NA,"grain_yield",11.5320144824697,10.7084006283854,-0.8236138540843,-0.0769128726750377
"TX303/TX777",NA,"grain_yield",10.8152120854128,11.7416379757038,0.926425890291,0.0789009073698229
"TX714/PHZ51",NA,"grain_yield",9.63810830629981,10.4712044293316,0.83309612303179,0.0795606779195475
"TX714/TX775",NA,"grain_yield",12.7180701725156,11.6891766922746,-1.028893480241,-0.0880210392337553
"TX714/TX777",NA,"grain_yield",12.0150614462518,13.0656954222016,1.0506339759498,0.0804116384164698
"TX714/TX779",NA,"grain_yield",11.4165854141769,12.5238594156112,1.1072740014343,0.0884131612060468
"TX740/LH195 ",NA,"grain_yield",11.7443740256973,12.7148167723431,0.9704427466458,0.0763237696634904
"TX770/LH195",NA,"grain_yield",10.8358607847186,12.3947764689727,1.5589156842541,0.125771988559573
"TX772W/LH195 ",NA,"grain_yield",9.49100828101834,11.8531594360958,2.36215115507746,0.19928451716292
"VA35/LH195",NA,"grain_yield",10.9153405143788,11.3774706766037,0.4621301622249,0.0406180051226334
"W10001_0022/PHB47",NA,"grain_yield",7.52167132767936,9.4240835996315,1.90241227195214,0.201867083609756
"W10004_0216/PHZ51",NA,"grain_yield",8.31452418214533,10.4533769578472,2.13885277570187,0.204608786646335
"W10005_0107/PHB47",NA,"grain_yield",9.00878001201347,9.18913203610208,0.180352024088611,0.0196266658679022
"W37A/PHB47",NA,"grain_yield",8.89300444112129,9.55113069479179,0.658126253670501,0.0689055856003913
"WF9/H95",NA,"grain_yield",9.64102131930244,11.2662018175869,1.62518049828446,0.144252741482715
