"plot_id","date","trait","value","genotype","environment","replicate","range","row","yield"
"CS17-DG2F-012","2017-04-20","VARI",0.133873138506336,"2369/LH123HT","DG2F",5,3,365,10.70245634
"CS17-DG2F-013","2017-04-20","canopy_cover",0.942084217002174,"2369/LH123HT","DG2F",5,3,367,8.368569985
"CS17-DG2F-013","2017-04-20","ExG",0.202896651629779,"2369/LH123HT","DG2F",5,3,367,8.368569985
"CS17-DG2F-013","2017-04-20","GLI",0.143014773428218,"2369/LH123HT","DG2F",5,3,367,8.368569985
"CS17-DG2F-013","2017-04-20","VARI",0.114911823679329,"2369/LH123HT","DG2F",5,3,367,8.368569985
"CS17-DG2F-014","2017-04-20","canopy_cover",0.918424648223736,"NILASQ4G71I02S2/LH123HT","DG2F",5,3,369,11.84400952
"CS17-DG2F-014","2017-04-20","ExG",0.233197606628107,"NILASQ4G71I02S2/LH123HT","DG2F",5,3,369,11.84400952
"CS17-DG2F-014","2017-04-20","GLI",0.163585807432002,"NILASQ4G71I02S2/LH123HT","DG2F",5,3,369,11.84400952
"CS17-DG2F-014","2017-04-20","VARI",0.157163077769006,"NILASQ4G71I02S2/LH123HT","DG2F",5,3,369,11.84400952
"CS17-DG2F-015","2017-04-20","canopy_cover",0.935540341154224,"NILASQ4G41I07S2/LH123HT","DG2F",5,3,371,10.94736098
"CS17-DG2F-015","2017-04-20","ExG",0.24002319119258,"NILASQ4G41I07S2/LH123HT","DG2F",5,3,371,10.94736098
"CS17-DG2F-015","2017-04-20","GLI",0.168570998573154,"NILASQ4G41I07S2/LH123HT","DG2F",5,3,371,10.94736098
"CS17-DG2F-015","2017-04-20","VARI",0.170250207315174,"NILASQ4G41I07S2/LH123HT","DG2F",5,3,371,10.94736098
"CS17-DG2F-016","2017-04-20","canopy_cover",0.922177480037714,"NILASQ4G41I12S3/LH123HT","DG2F",5,3,373,9.795090181
"CS17-DG2F-016","2017-04-20","ExG",0.248539300442349,"NILASQ4G41I12S3/LH123HT","DG2F",5,3,373,9.795090181
"CS17-DG2F-016","2017-04-20","GLI",0.174273664569934,"NILASQ4G41I12S3/LH123HT","DG2F",5,3,373,9.795090181
"CS17-DG2F-016","2017-04-20","VARI",0.182852717502439,"NILASQ4G41I12S3/LH123HT","DG2F",5,3,373,9.795090181
"CS17-DG2F-017","2017-04-20","canopy_cover",0.935912518172154,"NILASQ4G41I03S2/LH123HT","DG2F",5,3,375,8.726915624
"CS17-DG2F-017","2017-04-20","ExG",0.232114533349434,"NILASQ4G41I03S2/LH123HT","DG2F",5,3,375,8.726915624
"CS17-DG2F-017","2017-04-20","GLI",0.163187897400566,"NILASQ4G41I03S2/LH123HT","DG2F",5,3,375,8.726915624
"CS17-DG2F-017","2017-04-20","VARI",0.160648530886943,"NILASQ4G41I03S2/LH123HT","DG2F",5,3,375,8.726915624
"CS17-DG2F-018","2017-04-20","canopy_cover",0.88954172334907,"NILASQ4G41I05S3/LH123HT","DG2F",5,3,377,9.262787079
"CS17-DG2F-018","2017-04-20","ExG",0.260161382155614,"NILASQ4G41I05S3/LH123HT","DG2F",5,3,377,9.262787079
"CS17-DG2F-018","2017-04-20","GLI",0.181914863044834,"NILASQ4G41I05S3/LH123HT","DG2F",5,3,377,9.262787079
"CS17-DG2F-018","2017-04-20","VARI",0.191170136528457,"NILASQ4G41I05S3/LH123HT","DG2F",5,3,377,9.262787079
"CS17-DG2F-019","2017-04-20","canopy_cover",0.973855886160945,"NILASQ4G41I04S3/LH123HT","DG2F",5,3,379,9.769856891
"CS17-DG2F-019","2017-04-20","ExG",0.243838435295675,"NILASQ4G41I04S3/LH123HT","DG2F",5,3,379,9.769856891
"CS17-DG2F-019","2017-04-20","GLI",0.17096558460977,"NILASQ4G41I04S3/LH123HT","DG2F",5,3,379,9.769856891
"CS17-DG2F-019","2017-04-20","VARI",0.179755702534448,"NILASQ4G41I04S3/LH123HT","DG2F",5,3,379,9.769856891
"CS17-DG2F-020","2017-04-20","canopy_cover",0.933741879162958,"NILASQ4G41I01S2/LH123HT","DG2F",5,3,381,10.23916
"CS17-DG2F-020","2017-04-20","ExG",0.238016973377957,"NILASQ4G41I01S2/LH123HT","DG2F",5,3,381,10.23916
"CS17-DG2F-020","2017-04-20","GLI",0.166887805548253,"NILASQ4G41I01S2/LH123HT","DG2F",5,3,381,10.23916
"CS17-DG2F-020","2017-04-20","VARI",0.166483015485716,"NILASQ4G41I01S2/LH123HT","DG2F",5,3,381,10.23916
"CS17-DG2F-021","2017-04-20","canopy_cover",0.973582767099743,"NILASQ4G41I06S3/LH123HT","DG2F",5,3,383,10.92766529
"CS17-DG2F-021","2017-04-20","ExG",0.25484247836448,"NILASQ4G41I06S3/LH123HT","DG2F",5,3,383,10.92766529
"CS17-DG2F-021","2017-04-20","GLI",0.178129932425199,"NILASQ4G41I06S3/LH123HT","DG2F",5,3,383,10.92766529
"CS17-DG2F-021","2017-04-20","VARI",0.178754442016208,"NILASQ4G41I06S3/LH123HT","DG2F",5,3,383,10.92766529
"CS17-DG2F-022","2017-04-20","canopy_cover",0.975130739703648,"2369/LH123HT","DG2F",5,3,385,10.54409938
"CS17-DG2F-022","2017-04-20","ExG",0.281578440785449,"2369/LH123HT","DG2F",5,3,385,10.54409938
"CS17-DG2F-022","2017-04-20","GLI",0.195856558333252,"2369/LH123HT","DG2F",5,3,385,10.54409938
"CS17-DG2F-022","2017-04-20","VARI",0.198879558387933,"2369/LH123HT","DG2F",5,3,385,10.54409938
"CS17-DG2F-023","2017-04-20","canopy_cover",0.981728168242261,"NILASQ4G41I09S2/LH123HT","DG2F",5,3,387,10.36961554
"CS17-DG2F-023","2017-04-20","ExG",0.249868556334903,"NILASQ4G41I09S2/LH123HT","DG2F",5,3,387,10.36961554
"CS17-DG2F-023","2017-04-20","GLI",0.174814043405514,"NILASQ4G41I09S2/LH123HT","DG2F",5,3,387,10.36961554
"CS17-DG2F-023","2017-04-20","VARI",0.154807241149004,"NILASQ4G41I09S2/LH123HT","DG2F",5,3,387,10.36961554
"CS17-DG2F-024","2017-04-20","canopy_cover",0.938340318069864,"NILASQ4G41I08S2/LH123HT","DG2F",5,3,389,9.240689234
"CS17-DG2F-024","2017-04-20","ExG",0.221451654483238,"NILASQ4G41I08S2/LH123HT","DG2F",5,3,389,9.240689234
"CS17-DG2F-024","2017-04-20","GLI",0.155551370653447,"NILASQ4G41I08S2/LH123HT","DG2F",5,3,389,9.240689234
"CS17-DG2F-024","2017-04-20","VARI",0.12955281383737,"NILASQ4G41I08S2/LH123HT","DG2F",5,3,389,9.240689234
"CS17-DG2F-025","2017-04-20","canopy_cover",0.940963809138738,"NILASQ4G41I02S3/LH123HT","DG2F",5,3,391,10.5960079
"CS17-DG2F-025","2017-04-20","ExG",0.234954470887085,"NILASQ4G41I02S3/LH123HT","DG2F",5,3,391,10.5960079
"CS17-DG2F-025","2017-04-20","GLI",0.164913845723529,"NILASQ4G41I02S3/LH123HT","DG2F",5,3,391,10.5960079
"CS17-DG2F-025","2017-04-20","VARI",0.156240286594344,"NILASQ4G41I02S3/LH123HT","DG2F",5,3,391,10.5960079
"CS17-DG2F-026","2017-04-20","canopy_cover",0.942597113129626,"2369/LH123HT","DG2F",5,3,393,9.528673584
"CS17-DG2F-026","2017-04-20","ExG",0.257551356758389,"2369/LH123HT","DG2F",5,3,393,9.528673584
"CS17-DG2F-026","2017-04-20","GLI",0.179981453827581,"2369/LH123HT","DG2F",5,3,393,9.528673584
"CS17-DG2F-026","2017-04-20","VARI",0.193644072561876,"2369/LH123HT","DG2F",5,3,393,9.528673584
"CS17-DG2F-027","2017-04-20","canopy_cover",0.9160059158977,"NILASQ4G41I10S2/LH123HT","DG2F",5,3,395,10.49532397
"CS17-DG2F-027","2017-04-20","ExG",0.226564422853069,"NILASQ4G41I10S2/LH123HT","DG2F",5,3,395,10.49532397
"CS17-DG2F-027","2017-04-20","GLI",0.159194933497749,"NILASQ4G41I10S2/LH123HT","DG2F",5,3,395,10.49532397
"CS17-DG2F-027","2017-04-20","VARI",0.147515119369426,"NILASQ4G41I10S2/LH123HT","DG2F",5,3,395,10.49532397
"CS17-DG2F-028","2017-04-20","canopy_cover",0.899194311085437,"NILASQ4G41I11S2/LH123HT","DG2F",5,3,397,8.970321595
"CS17-DG2F-028","2017-04-20","ExG",0.212168412720253,"NILASQ4G41I11S2/LH123HT","DG2F",5,3,397,8.970321595
"CS17-DG2F-028","2017-04-20","GLI",0.149424478592867,"NILASQ4G41I11S2/LH123HT","DG2F",5,3,397,8.970321595
"CS17-DG2F-028","2017-04-20","VARI",0.128981070450413,"NILASQ4G41I11S2/LH123HT","DG2F",5,3,397,8.970321595
"CS17-DG2F-029","2017-04-20","canopy_cover",0.903630530221737,"NILASQ4G21I10S2/LH123HT","DG2F",5,4,397,9.42139467
"CS17-DG2F-029","2017-04-20","ExG",0.223881681110734,"NILASQ4G21I10S2/LH123HT","DG2F",5,4,397,9.42139467
"CS17-DG2F-029","2017-04-20","GLI",0.157284939800637,"NILASQ4G21I10S2/LH123HT","DG2F",5,4,397,9.42139467
"CS17-DG2F-029","2017-04-20","VARI",0.137537885380578,"NILASQ4G21I10S2/LH123HT","DG2F",5,4,397,9.42139467
"CS17-DG2F-030","2017-04-20","canopy_cover",0.946887893188017,"NILASQ4G21I04S2/LH123HT","DG2F",5,4,395,9.800584533
"CS17-DG2F-030","2017-04-20","ExG",0.233106039023443,"NILASQ4G21I04S2/LH123HT","DG2F",5,4,395,9.800584533
"CS17-DG2F-030","2017-04-20","GLI",0.163417871354214,"NILASQ4G21I04S2/LH123HT","DG2F",5,4,395,9.800584533
"CS17-DG2F-030","2017-04-20","VARI",0.155429852970382,"NILASQ4G21I04S2/LH123HT","DG2F",5,4,395,9.800584533
"CS17-DG2F-031","2017-04-20","canopy_cover",0.977480881249996,"NILASQ4G21I03S2/LH123HT","DG2F",5,4,393,10.78806427
"CS17-DG2F-031","2017-04-20","ExG",0.264576050534243,"NILASQ4G21I03S2/LH123HT","DG2F",5,4,393,10.78806427
"CS17-DG2F-031","2017-04-20","GLI",0.184813384956532,"NILASQ4G21I03S2/LH123HT","DG2F",5,4,393,10.78806427
"CS17-DG2F-031","2017-04-20","VARI",0.197817888591101,"NILASQ4G21I03S2/LH123HT","DG2F",5,4,393,10.78806427
"CS17-DG2F-032","2017-04-20","canopy_cover",0.942602001882054,"NILASQ4G21I09S2/LH123HT","DG2F",5,4,391,9.504618585
"CS17-DG2F-032","2017-04-20","ExG",0.265586859257011,"NILASQ4G21I09S2/LH123HT","DG2F",5,4,391,9.504618585
"CS17-DG2F-032","2017-04-20","GLI",0.185213415035825,"NILASQ4G21I09S2/LH123HT","DG2F",5,4,391,9.504618585
"CS17-DG2F-032","2017-04-20","VARI",0.197210574933792,"NILASQ4G21I09S2/LH123HT","DG2F",5,4,391,9.504618585
"CS17-DG2F-033","2017-04-20","canopy_cover",0.925965015587708,"NILASQ4G21I06S2/LH123HT","DG2F",5,4,389,10.17388759
"CS17-DG2F-033","2017-04-20","ExG",0.250503963083536,"NILASQ4G21I06S2/LH123HT","DG2F",5,4,389,10.17388759
"CS17-DG2F-033","2017-04-20","GLI",0.175186129121726,"NILASQ4G21I06S2/LH123HT","DG2F",5,4,389,10.17388759
"CS17-DG2F-033","2017-04-20","VARI",0.179299513312013,"NILASQ4G21I06S2/LH123HT","DG2F",5,4,389,10.17388759
"CS17-DG2F-034","2017-04-20","canopy_cover",0.934926799296057,"NILASQ4G21I11S2/LH123HT","DG2F",5,4,387,9.635737672
"CS17-DG2F-034","2017-04-20","ExG",0.248096703362727,"NILASQ4G21I11S2/LH123HT","DG2F",5,4,387,9.635737672
"CS17-DG2F-034","2017-04-20","GLI",0.173402227519741,"NILASQ4G21I11S2/LH123HT","DG2F",5,4,387,9.635737672
"CS17-DG2F-034","2017-04-20","VARI",0.172269252048436,"NILASQ4G21I11S2/LH123HT","DG2F",5,4,387,9.635737672
"CS17-DG2F-035","2017-04-20","canopy_cover",0.889238531523449,"NILASQ4G21I12S2/LH123HT","DG2F",5,4,385,9.756203312
"CS17-DG2F-035","2017-04-20","ExG",0.257717098999701,"NILASQ4G21I12S2/LH123HT","DG2F",5,4,385,9.756203312
"CS17-DG2F-035","2017-04-20","GLI",0.180011476198824,"NILASQ4G21I12S2/LH123HT","DG2F",5,4,385,9.756203312
"CS17-DG2F-035","2017-04-20","VARI",0.196170602370705,"NILASQ4G21I12S2/LH123HT","DG2F",5,4,385,9.756203312
"CS17-DG2F-036","2017-04-20","canopy_cover",0.908966880937887,"2369/LH123HT","DG2F",5,4,383,9.80457975
"CS17-DG2F-036","2017-04-20","ExG",0.26446563353378,"2369/LH123HT","DG2F",5,4,383,9.80457975
"CS17-DG2F-036","2017-04-20","GLI",0.184742158696049,"2369/LH123HT","DG2F",5,4,383,9.80457975
"CS17-DG2F-036","2017-04-20","VARI",0.202300570299255,"2369/LH123HT","DG2F",5,4,383,9.80457975
"CS17-DG2F-037","2017-04-20","canopy_cover",0.929550113259041,"NILASQ4G21I08S2/LH123HT","DG2F",5,4,381,10.41359501
"CS17-DG2F-037","2017-04-20","ExG",0.264977373086543,"NILASQ4G21I08S2/LH123HT","DG2F",5,4,381,10.41359501
"CS17-DG2F-037","2017-04-20","GLI",0.185064963796842,"NILASQ4G21I08S2/LH123HT","DG2F",5,4,381,10.41359501
"CS17-DG2F-037","2017-04-20","VARI",0.203736212393888,"NILASQ4G21I08S2/LH123HT","DG2F",5,4,381,10.41359501
"CS17-DG2F-038","2017-04-20","canopy_cover",0.932301850075101,"2369/LH123HT","DG2F",5,4,379,10.60036255
"CS17-DG2F-038","2017-04-20","ExG",0.258688303733144,"2369/LH123HT","DG2F",5,4,379,10.60036255
"CS17-DG2F-038","2017-04-20","GLI",0.180700135306958,"2369/LH123HT","DG2F",5,4,379,10.60036255
"CS17-DG2F-038","2017-04-20","VARI",0.196773097647334,"2369/LH123HT","DG2F",5,4,379,10.60036255
"CS17-DG2F-039","2017-04-20","canopy_cover",0.938324638370879,"NILASQ4G21I05S2/LH123HT","DG2F",5,4,377,9.631503449
"CS17-DG2F-039","2017-04-20","ExG",0.274835311765624,"NILASQ4G21I05S2/LH123HT","DG2F",5,4,377,9.631503449
"CS17-DG2F-039","2017-04-20","GLI",0.191340735445339,"NILASQ4G21I05S2/LH123HT","DG2F",5,4,377,9.631503449
"CS17-DG2F-039","2017-04-20","VARI",0.212689374645181,"NILASQ4G21I05S2/LH123HT","DG2F",5,4,377,9.631503449
"CS17-DG2F-040","2017-04-20","canopy_cover",0.940362873506839,"NILASQ4G21I02S2/LH123HT","DG2F",5,4,375,9.949132939
"CS17-DG2F-040","2017-04-20","ExG",0.255321019613247,"NILASQ4G21I02S2/LH123HT","DG2F",5,4,375,9.949132939
"CS17-DG2F-040","2017-04-20","GLI",0.178700460764742,"NILASQ4G21I02S2/LH123HT","DG2F",5,4,375,9.949132939
"CS17-DG2F-040","2017-04-20","VARI",0.211120609750472,"NILASQ4G21I02S2/LH123HT","DG2F",5,4,375,9.949132939
"CS17-DG2F-041","2017-04-20","canopy_cover",0.937644368991135,"NILASQ4G21I07S2/LH123HT","DG2F",5,4,373,10.88114556
"CS17-DG2F-041","2017-04-20","ExG",0.245765411556026,"NILASQ4G21I07S2/LH123HT","DG2F",5,4,373,10.88114556
"CS17-DG2F-041","2017-04-20","GLI",0.172171875211193,"NILASQ4G21I07S2/LH123HT","DG2F",5,4,373,10.88114556
"CS17-DG2F-041","2017-04-20","VARI",0.193828954603979,"NILASQ4G21I07S2/LH123HT","DG2F",5,4,373,10.88114556
"CS17-DG2F-042","2017-04-20","canopy_cover",0.944500603829001,"NILASQ4G21I01S2/LH123HT","DG2F",5,4,371,11.02244194
"CS17-DG2F-042","2017-04-20","ExG",0.248544507201227,"NILASQ4G21I01S2/LH123HT","DG2F",5,4,371,11.02244194
"CS17-DG2F-042","2017-04-20","GLI",0.173999204499061,"NILASQ4G21I01S2/LH123HT","DG2F",5,4,371,11.02244194
"CS17-DG2F-042","2017-04-20","VARI",0.178623841516184,"NILASQ4G21I01S2/LH123HT","DG2F",5,4,371,11.02244194
"CS17-DG2F-043","2017-04-20","canopy_cover",0.969719234488804,"NILASQ4G11I01S3/LH123HT","DG2F",5,4,369,9.323194271
"CS17-DG2F-043","2017-04-20","ExG",0.226603010077572,"NILASQ4G11I01S3/LH123HT","DG2F",5,4,369,9.323194271
"CS17-DG2F-043","2017-04-20","GLI",0.159614879691375,"NILASQ4G11I01S3/LH123HT","DG2F",5,4,369,9.323194271
"CS17-DG2F-043","2017-04-20","VARI",0.15855680836367,"NILASQ4G11I01S3/LH123HT","DG2F",5,4,369,9.323194271
"CS17-DG2F-044","2017-04-20","canopy_cover",0.977740325074094,"NILASQ4G11I12S3/LH123HT","DG2F",5,4,367,9.852917129
"CS17-DG2F-044","2017-04-20","ExG",0.204120500663032,"NILASQ4G11I12S3/LH123HT","DG2F",5,4,367,9.852917129
"CS17-DG2F-044","2017-04-20","GLI",0.143965549282441,"NILASQ4G11I12S3/LH123HT","DG2F",5,4,367,9.852917129
"CS17-DG2F-044","2017-04-20","VARI",0.12496786425483,"NILASQ4G11I12S3/LH123HT","DG2F",5,4,367,9.852917129
"CS17-DG2F-045","2017-04-20","canopy_cover",0.967717002849961,"2369/LH123HT","DG2F",5,4,365,11.4754731
"CS17-DG2F-045","2017-04-20","ExG",0.207492235088293,"2369/LH123HT","DG2F",5,4,365,11.4754731
"CS17-DG2F-045","2017-04-20","GLI",0.146435246428884,"2369/LH123HT","DG2F",5,4,365,11.4754731
"CS17-DG2F-045","2017-04-20","VARI",0.137812261971698,"2369/LH123HT","DG2F",5,4,365,11.4754731
"CS17-DG2F-046","2017-04-20","canopy_cover",0.937193773999171,"2369/LH123HT","DG2F",5,4,363,11.2627864
"CS17-DG2F-046","2017-04-20","ExG",0.20820956574232,"2369/LH123HT","DG2F",5,4,363,11.2627864
"CS17-DG2F-046","2017-04-20","GLI",0.146669085699218,"2369/LH123HT","DG2F",5,4,363,11.2627864
"CS17-DG2F-046","2017-04-20","VARI",0.121653864165864,"2369/LH123HT","DG2F",5,4,363,11.2627864
"CS17-DG2F-047","2017-04-20","canopy_cover",0.925574819457205,"NILASQ4G11I10S2/LH123HT","DG2F",5,4,361,12.62931372
"CS17-DG2F-047","2017-04-20","ExG",0.191055485362448,"NILASQ4G11I10S2/LH123HT","DG2F",5,4,361,12.62931372
"CS17-DG2F-047","2017-04-20","GLI",0.135093660757079,"NILASQ4G11I10S2/LH123HT","DG2F",5,4,361,12.62931372
"CS17-DG2F-047","2017-04-20","VARI",0.106511642166033,"NILASQ4G11I10S2/LH123HT","DG2F",5,4,361,12.62931372
"CS17-DG2F-048","2017-04-20","canopy_cover",0.929471728222181,"NILASQ4G11I08S3/LH123HT","DG2F",5,4,359,11.06580158
"CS17-DG2F-048","2017-04-20","ExG",0.212439821084516,"NILASQ4G11I08S3/LH123HT","DG2F",5,4,359,11.06580158
"CS17-DG2F-048","2017-04-20","GLI",0.14958505981791,"NILASQ4G11I08S3/LH123HT","DG2F",5,4,359,11.06580158
"CS17-DG2F-048","2017-04-20","VARI",0.135470122444026,"NILASQ4G11I08S3/LH123HT","DG2F",5,4,359,11.06580158
"CS17-DG2F-049","2017-04-20","canopy_cover",0.921928276041713,"NILASQ4G11I04S2/LH123HT","DG2F",5,4,357,11.55291204
"CS17-DG2F-049","2017-04-20","ExG",0.199562740767571,"NILASQ4G11I04S2/LH123HT","DG2F",5,4,357,11.55291204
"CS17-DG2F-049","2017-04-20","GLI",0.141084366997325,"NILASQ4G11I04S2/LH123HT","DG2F",5,4,357,11.55291204
"CS17-DG2F-049","2017-04-20","VARI",0.109330342623549,"NILASQ4G11I04S2/LH123HT","DG2F",5,4,357,11.55291204
"CS17-DG2F-050","2017-04-20","canopy_cover",0.922976124231548,"NILASQ4G11I07S3/LH123HT","DG2F",5,4,355,9.492843112
"CS17-DG2F-050","2017-04-20","ExG",0.201953745349416,"NILASQ4G11I07S3/LH123HT","DG2F",5,4,355,9.492843112
"CS17-DG2F-050","2017-04-20","GLI",0.142763103582471,"NILASQ4G11I07S3/LH123HT","DG2F",5,4,355,9.492843112
"CS17-DG2F-050","2017-04-20","VARI",0.1111055081606,"NILASQ4G11I07S3/LH123HT","DG2F",5,4,355,9.492843112
"CS17-DG2F-051","2017-04-20","canopy_cover",0.874645942493094,"NILASQ4G11I09S2/LH123HT","DG2F",5,4,353,10.24032155
"CS17-DG2F-051","2017-04-20","ExG",0.202894327537007,"NILASQ4G11I09S2/LH123HT","DG2F",5,4,353,10.24032155
"CS17-DG2F-051","2017-04-20","GLI",0.143353070943121,"NILASQ4G11I09S2/LH123HT","DG2F",5,4,353,10.24032155
"CS17-DG2F-051","2017-04-20","VARI",0.109332358518051,"NILASQ4G11I09S2/LH123HT","DG2F",5,4,353,10.24032155
"CS17-DG2F-052","2017-04-20","canopy_cover",0.918444107712581,"NILASQ4G11I06S3/LH123HT","DG2F",5,4,351,9.978452584
"CS17-DG2F-052","2017-04-20","ExG",0.191128997076627,"NILASQ4G11I06S3/LH123HT","DG2F",5,4,351,9.978452584
"CS17-DG2F-052","2017-04-20","GLI",0.135346067114901,"NILASQ4G11I06S3/LH123HT","DG2F",5,4,351,9.978452584
