"plot_id","date","trait","value"
"CS17-DG2F-028","2017-04-20","ExG",0.212168412720253
"CS17-DG2F-028","2017-04-20","GLI",0.149424478592867
"CS17-DG2F-028","2017-04-20","VARI",0.128981070450413
"CS17-DG2F-029","2017-04-20","canopy_cover",0.903630530221737
"CS17-DG2F-029","2017-04-20","ExG",0.223881681110734
"CS17-DG2F-029","2017-04-20","GLI",0.157284939800637
"CS17-DG2F-029","2017-04-20","VARI",0.137537885380578
"CS17-DG2F-030","2017-04-20","canopy_cover",0.946887893188017
"CS17-DG2F-030","2017-04-20","ExG",0.233106039023443
"CS17-DG2F-030","2017-04-20","GLI",0.163417871354214
"CS17-DG2F-030","2017-04-20","VARI",0.155429852970382
"CS17-DG2F-031","2017-04-20","canopy_cover",0.977480881249996
"CS17-DG2F-031","2017-04-20","ExG",0.264576050534243
"CS17-DG2F-031","2017-04-20","GLI",0.184813384956532
"CS17-DG2F-031","2017-04-20","VARI",0.197817888591101
"CS17-DG2F-032","2017-04-20","canopy_cover",0.942602001882054
"CS17-DG2F-032","2017-04-20","ExG",0.265586859257011
"CS17-DG2F-032","2017-04-20","GLI",0.185213415035825
"CS17-DG2F-032","2017-04-20","VARI",0.197210574933792
"CS17-DG2F-033","2017-04-20","canopy_cover",0.925965015587708
"CS17-DG2F-033","2017-04-20","ExG",0.250503963083536
"CS17-DG2F-033","2017-04-20","GLI",0.175186129121726
"CS17-DG2F-033","2017-04-20","VARI",0.179299513312013
"CS17-DG2F-034","2017-04-20","canopy_cover",0.934926799296057
"CS17-DG2F-034","2017-04-20","ExG",0.248096703362727
"CS17-DG2F-034","2017-04-20","GLI",0.173402227519741
"CS17-DG2F-034","2017-04-20","VARI",0.172269252048436
"CS17-DG2F-035","2017-04-20","canopy_cover",0.889238531523449
"CS17-DG2F-035","2017-04-20","ExG",0.257717098999701
"CS17-DG2F-035","2017-04-20","GLI",0.180011476198824
"CS17-DG2F-035","2017-04-20","VARI",0.196170602370705
"CS17-DG2F-036","2017-04-20","canopy_cover",0.908966880937887
"CS17-DG2F-036","2017-04-20","ExG",0.26446563353378
"CS17-DG2F-036","2017-04-20","GLI",0.184742158696049
"CS17-DG2F-036","2017-04-20","VARI",0.202300570299255
"CS17-DG2F-037","2017-04-20","canopy_cover",0.929550113259041
"CS17-DG2F-037","2017-04-20","ExG",0.264977373086543
"CS17-DG2F-037","2017-04-20","GLI",0.185064963796842
"CS17-DG2F-037","2017-04-20","VARI",0.203736212393888
"CS17-DG2F-038","2017-04-20","canopy_cover",0.932301850075101
"CS17-DG2F-038","2017-04-20","ExG",0.258688303733144
"CS17-DG2F-038","2017-04-20","GLI",0.180700135306958
"CS17-DG2F-038","2017-04-20","VARI",0.196773097647334
"CS17-DG2F-039","2017-04-20","canopy_cover",0.938324638370879
"CS17-DG2F-039","2017-04-20","ExG",0.274835311765624
"CS17-DG2F-039","2017-04-20","GLI",0.191340735445339
"CS17-DG2F-039","2017-04-20","VARI",0.212689374645181
"CS17-DG2F-040","2017-04-20","canopy_cover",0.940362873506839
"CS17-DG2F-040","2017-04-20","ExG",0.255321019613247
"CS17-DG2F-040","2017-04-20","GLI",0.178700460764742
"CS17-DG2F-040","2017-04-20","VARI",0.211120609750472
"CS17-DG2F-041","2017-04-20","canopy_cover",0.937644368991135
"CS17-DG2F-041","2017-04-20","ExG",0.245765411556026
"CS17-DG2F-041","2017-04-20","GLI",0.172171875211193
"CS17-DG2F-041","2017-04-20","VARI",0.193828954603979
"CS17-DG2F-042","2017-04-20","canopy_cover",0.944500603829001
"CS17-DG2F-042","2017-04-20","ExG",0.248544507201227
"CS17-DG2F-042","2017-04-20","GLI",0.173999204499061
"CS17-DG2F-042","2017-04-20","VARI",0.178623841516184
"CS17-DG2F-043","2017-04-20","canopy_cover",0.969719234488804
"CS17-DG2F-043","2017-04-20","ExG",0.226603010077572
"CS17-DG2F-043","2017-04-20","GLI",0.159614879691375
"CS17-DG2F-043","2017-04-20","VARI",0.15855680836367
"CS17-DG2F-044","2017-04-20","canopy_cover",0.977740325074094
"CS17-DG2F-044","2017-04-20","ExG",0.204120500663032
"CS17-DG2F-044","2017-04-20","GLI",0.143965549282441
"CS17-DG2F-044","2017-04-20","VARI",0.12496786425483
"CS17-DG2F-045","2017-04-20","canopy_cover",0.967717002849961
"CS17-DG2F-045","2017-04-20","ExG",0.207492235088293
"CS17-DG2F-045","2017-04-20","GLI",0.146435246428884
"CS17-DG2F-045","2017-04-20","VARI",0.137812261971698
"CS17-DG2F-046","2017-04-20","canopy_cover",0.937193773999171
"CS17-DG2F-046","2017-04-20","ExG",0.20820956574232
"CS17-DG2F-046","2017-04-20","GLI",0.146669085699218
"CS17-DG2F-046","2017-04-20","VARI",0.121653864165864
"CS17-DG2F-047","2017-04-20","canopy_cover",0.925574819457205
"CS17-DG2F-047","2017-04-20","ExG",0.191055485362448
"CS17-DG2F-047","2017-04-20","GLI",0.135093660757079
"CS17-DG2F-047","2017-04-20","VARI",0.106511642166033
"CS17-DG2F-048","2017-04-20","canopy_cover",0.929471728222181
"CS17-DG2F-048","2017-04-20","ExG",0.212439821084516
"CS17-DG2F-048","2017-04-20","GLI",0.14958505981791
"CS17-DG2F-048","2017-04-20","VARI",0.135470122444026
"CS17-DG2F-049","2017-04-20","canopy_cover",0.921928276041713
"CS17-DG2F-049","2017-04-20","ExG",0.199562740767571
"CS17-DG2F-049","2017-04-20","GLI",0.141084366997325
"CS17-DG2F-049","2017-04-20","VARI",0.109330342623549
"CS17-DG2F-050","2017-04-20","canopy_cover",0.922976124231548
"CS17-DG2F-050","2017-04-20","ExG",0.201953745349416
"CS17-DG2F-050","2017-04-20","GLI",0.142763103582471
"CS17-DG2F-050","2017-04-20","VARI",0.1111055081606
"CS17-DG2F-051","2017-04-20","canopy_cover",0.874645942493094
"CS17-DG2F-051","2017-04-20","ExG",0.202894327537007
"CS17-DG2F-051","2017-04-20","GLI",0.143353070943121
"CS17-DG2F-051","2017-04-20","VARI",0.109332358518051
"CS17-DG2F-052","2017-04-20","canopy_cover",0.918444107712581
"CS17-DG2F-052","2017-04-20","ExG",0.191128997076627
"CS17-DG2F-052","2017-04-20","GLI",0.135346067114901
"CS17-DG2F-052","2017-04-20","VARI",0.103465715420784
"CS17-DG2F-053","2017-04-20","canopy_cover",0.897800376912509
"CS17-DG2F-053","2017-04-20","ExG",0.194398106667493
"CS17-DG2F-053","2017-04-20","GLI",0.13756575478383
"CS17-DG2F-053","2017-04-20","VARI",0.108426105313881
"CS17-DG2F-054","2017-04-20","canopy_cover",0.907520780067623
"CS17-DG2F-054","2017-04-20","ExG",0.19551801152652
"CS17-DG2F-054","2017-04-20","GLI",0.138520431477668
"CS17-DG2F-054","2017-04-20","VARI",0.117672577778724
"CS17-DG2F-055","2017-04-20","canopy_cover",0.926333923579643
"CS17-DG2F-055","2017-04-20","ExG",0.180289992136759
"CS17-DG2F-055","2017-04-20","GLI",0.128059243811573
"CS17-DG2F-055","2017-04-20","VARI",0.105478269930985
"CS17-DG2F-056","2017-04-20","canopy_cover",0.936272276604169
"CS17-DG2F-056","2017-04-20","ExG",0.182788060261066
"CS17-DG2F-056","2017-04-20","GLI",0.129769168063091
"CS17-DG2F-056","2017-04-20","VARI",0.100938481929524
"CS17-DG2F-057","2017-04-20","canopy_cover",0.880382274036935
"CS17-DG2F-057","2017-04-20","ExG",0.186846640461098
"CS17-DG2F-057","2017-04-20","GLI",0.132323173641745
"CS17-DG2F-057","2017-04-20","VARI",0.0998330490239198
"CS17-DG2F-058","2017-04-20","canopy_cover",0.91714167778458
"CS17-DG2F-058","2017-04-20","ExG",0.195835137244663
"CS17-DG2F-058","2017-04-20","GLI",0.138235744503963
"CS17-DG2F-058","2017-04-20","VARI",0.103358796506818
"CS17-DG2F-059","2017-04-20","canopy_cover",0.905560684374634
"CS17-DG2F-059","2017-04-20","ExG",0.180293113679539
"CS17-DG2F-059","2017-04-20","GLI",0.128067993759173
"CS17-DG2F-059","2017-04-20","VARI",0.0891331979944827
"CS17-DG2F-060","2017-04-20","canopy_cover",0.855271189249952
"CS17-DG2F-060","2017-04-20","ExG",0.187362301407276
"CS17-DG2F-060","2017-04-20","GLI",0.13263407507993
"CS17-DG2F-060","2017-04-20","VARI",0.0899500699155015
"CS17-DG2F-061","2017-04-20","canopy_cover",0.913513742404523
"CS17-DG2F-061","2017-04-20","ExG",0.200181767775749
"CS17-DG2F-061","2017-04-20","GLI",0.141555607707704
"CS17-DG2F-061","2017-04-20","VARI",0.106950196922245
"CS17-DG2F-062","2017-04-20","canopy_cover",0.916511489024504
"CS17-DG2F-062","2017-04-20","ExG",0.19195080198629
"CS17-DG2F-062","2017-04-20","GLI",0.135728175252903
"CS17-DG2F-062","2017-04-20","VARI",0.100205195198854
"CS17-DG2F-063","2017-04-20","canopy_cover",0.915546814732921
"CS17-DG2F-063","2017-04-20","ExG",0.177532668352703
"CS17-DG2F-063","2017-04-20","GLI",0.126034604544774
"CS17-DG2F-063","2017-04-20","VARI",0.083963630838009
"CS17-DG2F-064","2017-04-20","canopy_cover",0.904499982254122
"CS17-DG2F-064","2017-04-20","ExG",0.193217225851916
"CS17-DG2F-064","2017-04-20","GLI",0.136718382294593
"CS17-DG2F-064","2017-04-20","VARI",0.101980002470551
"CS17-DG2F-065","2017-04-20","canopy_cover",0.885202695499834
"CS17-DG2F-065","2017-04-20","ExG",0.189288892797954
"CS17-DG2F-065","2017-04-20","GLI",0.134037292278727
"CS17-DG2F-065","2017-04-20","VARI",0.102210647965302
"CS17-DG2F-066","2017-04-20","canopy_cover",0.918418025180906
"CS17-DG2F-066","2017-04-20","ExG",0.196349635700927
"CS17-DG2F-066","2017-04-20","GLI",0.138869862418591
"CS17-DG2F-066","2017-04-20","VARI",0.102691484938327
"CS17-DG2F-067","2017-04-20","canopy_cover",0.852073524488839
"CS17-DG2F-067","2017-04-20","ExG",0.161769948671639
"CS17-DG2F-067","2017-04-20","GLI",0.11526106613625
"CS17-DG2F-067","2017-04-20","VARI",0.0629753949216844
"CS17-DG2F-068","2017-04-20","canopy_cover",0.852524193725975
"CS17-DG2F-068","2017-04-20","ExG",0.182566786884045
"CS17-DG2F-068","2017-04-20","GLI",0.129576728978875
"CS17-DG2F-068","2017-04-20","VARI",0.0957786869141331
"CS17-DG2F-069","2017-04-20","canopy_cover",0.885373113117589
"CS17-DG2F-069","2017-04-20","ExG",0.201555741656704
"CS17-DG2F-069","2017-04-20","GLI",0.142332596757653
"CS17-DG2F-069","2017-04-20","VARI",0.120571885381374
"CS17-DG2F-070","2017-04-20","canopy_cover",0.864829297218725
"CS17-DG2F-070","2017-04-20","ExG",0.200971425812602
"CS17-DG2F-070","2017-04-20","GLI",0.142024664496303
"CS17-DG2F-070","2017-04-20","VARI",0.114984928870433
"CS17-DG2F-071","2017-04-20","canopy_cover",0.876172422393275
"CS17-DG2F-071","2017-04-20","ExG",0.216054540731472
"CS17-DG2F-071","2017-04-20","GLI",0.152481794606594
"CS17-DG2F-071","2017-04-20","VARI",0.13638561081035
"CS17-DG2F-072","2017-04-20","canopy_cover",0.912994231252007
"CS17-DG2F-072","2017-04-20","ExG",0.231188348262599
"CS17-DG2F-072","2017-04-20","GLI",0.162475624679749
"CS17-DG2F-072","2017-04-20","VARI",0.151549937529149
"CS17-DG2F-073","2017-04-20","canopy_cover",0.929849370665749
"CS17-DG2F-073","2017-04-20","ExG",0.244571652877391
"CS17-DG2F-073","2017-04-20","GLI",0.171643973119654
"CS17-DG2F-073","2017-04-20","VARI",0.174275892143523
"CS17-DG2F-074","2017-04-20","canopy_cover",0.947558761750254
"CS17-DG2F-074","2017-04-20","ExG",0.263665522615515
"CS17-DG2F-074","2017-04-20","GLI",0.184387464657815
"CS17-DG2F-074","2017-04-20","VARI",0.194200129060748
"CS17-DG2F-075","2017-04-20","canopy_cover",0.904404297033957
"CS17-DG2F-075","2017-04-20","ExG",0.236568951209346
"CS17-DG2F-075","2017-04-20","GLI",0.166055283915462
"CS17-DG2F-075","2017-04-20","VARI",0.158458942860763
"CS17-DG2F-076","2017-04-20","canopy_cover",0.892420628346318
"CS17-DG2F-076","2017-04-20","ExG",0.246613546464594
"CS17-DG2F-076","2017-04-20","GLI",0.172582610314622
"CS17-DG2F-076","2017-04-20","VARI",0.164091966039561
"CS17-DG2F-077","2017-04-20","canopy_cover",0.919895191668831
"CS17-DG2F-077","2017-04-20","ExG",0.259442487347857
"CS17-DG2F-077","2017-04-20","GLI",0.181506791528959
"CS17-DG2F-077","2017-04-20","VARI",0.190135406469031
"CS17-DG2F-078","2017-04-20","canopy_cover",0.926239315285481
"CS17-DG2F-078","2017-04-20","ExG",0.239285681622689
"CS17-DG2F-078","2017-04-20","GLI",0.16802676038007
"CS17-DG2F-078","2017-04-20","VARI",0.168107465809191
"CS17-DG2F-079","2017-04-20","canopy_cover",0.871105383543677
"CS17-DG2F-079","2017-04-20","ExG",0.21419599457073
"CS17-DG2F-079","2017-04-20","GLI",0.150527759834297
"CS17-DG2F-079","2017-04-20","VARI",0.121238327675249
"CS17-DG2F-080","2017-04-20","canopy_cover",0.915707806416893
"CS17-DG2F-080","2017-04-20","ExG",0.250210876972601
"CS17-DG2F-080","2017-04-20","GLI",0.174947173905474
"CS17-DG2F-080","2017-04-20","VARI",0.164788562177171
"CS17-DG2F-081","2017-04-20","canopy_cover",0.93392675037677
"CS17-DG2F-081","2017-04-20","ExG",0.249266830850035
"CS17-DG2F-081","2017-04-20","GLI",0.174451124296307
"CS17-DG2F-081","2017-04-20","VARI",0.175942063047033
"CS17-DG2F-082","2017-04-20","canopy_cover",0.944455335613972
"CS17-DG2F-082","2017-04-20","ExG",0.238776913056744
"CS17-DG2F-082","2017-04-20","GLI",0.167396938846608
"CS17-DG2F-082","2017-04-20","VARI",0.170993369929308
"CS17-DG2F-083","2017-04-20","canopy_cover",0.937542835282871
"CS17-DG2F-083","2017-04-20","ExG",0.241004544336482
"CS17-DG2F-083","2017-04-20","GLI",0.168773740444635
"CS17-DG2F-083","2017-04-20","VARI",0.170014078314643
"CS17-DG2F-084","2017-04-20","canopy_cover",0.909158233703514
"CS17-DG2F-084","2017-04-20","ExG",0.221624026197481
"CS17-DG2F-084","2017-04-20","GLI",0.155848415719804
"CS17-DG2F-084","2017-04-20","VARI",0.136633489968518
"CS17-DG2F-085","2017-04-20","canopy_cover",0.887204793798748
"CS17-DG2F-085","2017-04-20","ExG",0.185509023155835
"CS17-DG2F-085","2017-04-20","GLI",0.131212443117101
"CS17-DG2F-085","2017-04-20","VARI",0.0975159608904385
"CS17-DG2F-086","2017-04-20","canopy_cover",0.925613832709628
"CS17-DG2F-086","2017-04-20","ExG",0.207283621828801
"CS17-DG2F-086","2017-04-20","GLI",0.146129943320677
"CS17-DG2F-086","2017-04-20","VARI",0.128189685098226
"CS17-DG2F-087","2017-04-20","canopy_cover",0.953361956456897
"CS17-DG2F-087","2017-04-20","ExG",0.235681492368966
"CS17-DG2F-087","2017-04-20","GLI",0.165302127285213
"CS17-DG2F-087","2017-04-20","VARI",0.16767098826864
"CS17-DG2F-088","2017-04-20","canopy_cover",0.912732748618808
"CS17-DG2F-088","2017-04-20","ExG",0.232327154237733
"CS17-DG2F-088","2017-04-20","GLI",0.162862018927558
"CS17-DG2F-088","2017-04-20","VARI",0.151672315326879
"CS17-DG2F-089","2017-04-20","canopy_cover",0.858380690361598
"CS17-DG2F-089","2017-04-20","ExG",0.243449914276789
"CS17-DG2F-089","2017-04-20","GLI",0.170438368368884
"CS17-DG2F-089","2017-04-20","VARI",0.165120760556195
"CS17-DG2F-090","2017-04-20","canopy_cover",0.936650542537145
"CS17-DG2F-090","2017-04-20","ExG",0.23860593102799
"CS17-DG2F-090","2017-04-20","GLI",0.167321933723504
"CS17-DG2F-090","2017-04-20","VARI",0.160949261585998
"CS17-DG2F-091","2017-04-20","canopy_cover",0.945064901872659
"CS17-DG2F-091","2017-04-20","ExG",0.243305656189879
"CS17-DG2F-091","2017-04-20","GLI",0.17053522064178
"CS17-DG2F-091","2017-04-20","VARI",0.170916448287444
"CS17-DG2F-092","2017-04-20","canopy_cover",0.936648067850476
"CS17-DG2F-092","2017-04-20","ExG",0.240787378856916
"CS17-DG2F-092","2017-04-20","GLI",0.168954137810346
"CS17-DG2F-092","2017-04-20","VARI",0.162961597444564
"CS17-DG2F-093","2017-04-20","canopy_cover",0.933503894357848
"CS17-DG2F-093","2017-04-20","ExG",0.250517733689554
"CS17-DG2F-093","2017-04-20","GLI",0.175351187711183
"CS17-DG2F-093","2017-04-20","VARI",0.165007968517594
"CS17-DG2F-094","2017-04-20","canopy_cover",0.950636192074454
"CS17-DG2F-094","2017-04-20","ExG",0.228880364041254
"CS17-DG2F-094","2017-04-20","GLI",0.160810035660386
"CS17-DG2F-094","2017-04-20","VARI",0.134769155359396
"CS17-DG2F-095","2017-04-20","canopy_cover",0.936835316680998
"CS17-DG2F-095","2017-04-20","ExG",0.229092756445106
"CS17-DG2F-095","2017-04-20","GLI",0.160885783247193
"CS17-DG2F-095","2017-04-20","VARI",0.134761414904737
"CS17-DG2F-096","2017-04-20","canopy_cover",0.922169501627004
"CS17-DG2F-096","2017-04-20","ExG",0.236356598769728
"CS17-DG2F-096","2017-04-20","GLI",0.166184580937308
"CS17-DG2F-096","2017-04-20","VARI",0.164079692801305
"CS17-DG2F-097","2017-04-20","canopy_cover",0.908282224045548
"CS17-DG2F-097","2017-04-20","ExG",0.223714233101591
"CS17-DG2F-097","2017-04-20","GLI",0.15733217893774
"CS17-DG2F-097","2017-04-20","VARI",0.142929471977958
"CS17-DG2F-098","2017-04-20","canopy_cover",0.920381088903824
"CS17-DG2F-098","2017-04-20","ExG",0.183435473275847
"CS17-DG2F-098","2017-04-20","GLI",0.130083072675557
"CS17-DG2F-098","2017-04-20","VARI",0.0938507960144223
"CS17-DG2F-099","2017-04-20","canopy_cover",0.891576089285918
"CS17-DG2F-099","2017-04-20","ExG",0.201229719900118
"CS17-DG2F-099","2017-04-20","GLI",0.141813602254713
"CS17-DG2F-099","2017-04-20","VARI",0.0824775352405151
"CS17-DG2F-100","2017-04-20","canopy_cover",0.915442628317102
"CS17-DG2F-100","2017-04-20","ExG",0.212257068990319
"CS17-DG2F-100","2017-04-20","GLI",0.149553694260087
"CS17-DG2F-100","2017-04-20","VARI",0.106786596045985
"CS17-DG2F-101","2017-04-20","canopy_cover",0.869191839111766
"CS17-DG2F-101","2017-04-20","ExG",0.198045610613905
"CS17-DG2F-101","2017-04-20","GLI",0.14006496962473
"CS17-DG2F-101","2017-04-20","VARI",0.0902673559400523
"CS17-DG2F-102","2017-04-20","canopy_cover",0.905281079133297
"CS17-DG2F-102","2017-04-20","ExG",0.175557921626859
"CS17-DG2F-102","2017-04-20","GLI",0.124930988346219
"CS17-DG2F-102","2017-04-20","VARI",0.0736023925341554
"CS17-DG2F-103","2017-04-20","canopy_cover",0.911890631396999
"CS17-DG2F-103","2017-04-20","ExG",0.177055421907274
"CS17-DG2F-103","2017-04-20","GLI",0.126018414200535
"CS17-DG2F-103","2017-04-20","VARI",0.084438315808418
"CS17-DG2F-104","2017-04-20","canopy_cover",0.924752967338484
"CS17-DG2F-104","2017-04-20","ExG",0.216403538910508
"CS17-DG2F-104","2017-04-20","GLI",0.152307276574925
"CS17-DG2F-104","2017-04-20","VARI",0.12065141151818
"CS17-DG2F-105","2017-04-20","canopy_cover",0.909108637618935
"CS17-DG2F-105","2017-04-20","ExG",0.212462232160911
"CS17-DG2F-105","2017-04-20","GLI",0.149774760771768
"CS17-DG2F-105","2017-04-20","VARI",0.110661683343153
"CS17-DG2F-106","2017-04-20","canopy_cover",0.923110272990586
"CS17-DG2F-106","2017-04-20","ExG",0.201583820201085
"CS17-DG2F-106","2017-04-20","GLI",0.142614107067589
"CS17-DG2F-106","2017-04-20","VARI",0.107523683761757
"CS17-DG2F-107","2017-04-20","canopy_cover",0.720887003220805
"CS17-DG2F-107","2017-04-20","ExG",0.168746200710713
"CS17-DG2F-107","2017-04-20","GLI",0.11970546860841
"CS17-DG2F-107","2017-04-20","VARI",0.0568082391035714
"CS17-DG2F-108","2017-04-20","canopy_cover",0.90113693587151
"CS17-DG2F-108","2017-04-20","ExG",0.177639074380513
"CS17-DG2F-108","2017-04-20","GLI",0.126146166897826
"CS17-DG2F-108","2017-04-20","VARI",0.0672809937770834
"CS17-DG2F-109","2017-04-20","canopy_cover",0.896420600743313
"CS17-DG2F-109","2017-04-20","ExG",0.196976839263019
"CS17-DG2F-109","2017-04-20","GLI",0.139062879891273
"CS17-DG2F-109","2017-04-20","VARI",0.0950232246759699
"CS17-DG2F-110","2017-04-20","canopy_cover",0.912472450957106
"CS17-DG2F-110","2017-04-20","ExG",0.184507394867473
"CS17-DG2F-110","2017-04-20","GLI",0.130734722870646
